method,image_index,global_mse,global_psnr,global_ssim,global_ms_ssim,global_dists,global_gmsd,full_lpips,patch_ssim_mean,patch_ssim_median,patch_ssim_p10,patch_ssim_bottom10_mean,patch_ssim_min,ssim_tail_gap,patch_lpips_top10_mean,patch_lpips_max,patch_mse_top25,patch_mse_p95,top25_local_psnr,gini,cv,top10_over_mean,top10_energy_share
Global continuation,37,0.0002946144377347082,35.30745974143508,0.9581507444381714,0.9851009249687195,nan,nan,0.0014570803614333272,0.9498905539512634,0.9473063945770264,0.9324646294116974,0.9115368127822876,0.8991605043411255,0.03576958179473877,0.0005640042945742607,0.0006220557261258364,0.0003495150594972074,0.00035155857040081173,34.56534107141087,0.07824611781798503,0.13921948704535772,1.2129603347250617,0.1516200418406327
Global continuation,38,0.0004451463755685836,33.514971583475315,0.9542921781539917,0.9829537272453308,nan,nan,0.002662506652995944,0.9462298154830933,0.9550320506095886,0.9045599699020386,0.8622409701347351,0.8407102823257446,0.09279108047485352,0.0010372153483331203,0.0011681627947837114,0.0005517185782082379,0.0005588086060015485,32.5828239164952,0.12201057182587267,0.22026178881653247,1.2693875363947416,0.1586734420493427
Global continuation,39,0.00016618396330159158,37.79410887806175,0.9121407270431519,0.9742156267166138,nan,nan,0.003368109930306673,0.9037977457046509,0.916425883769989,0.8525587320327759,0.7967028617858887,0.7766396403312683,0.11972302198410034,0.001030933577567339,0.0010542890522629023,0.00024203263456001878,0.0002655019488884136,36.16126071813862,0.17503264036923313,0.3375836754249273,1.7197478812557285,0.21496848515696607
Global continuation,40,0.0002265952789457515,36.44749142791985,0.9865488409996033,0.9951865673065186,nan,nan,0.0013513888698071241,0.9829342365264893,0.9856612682342529,0.9721478819847107,0.9716874361038208,0.971474826335907,0.013973832130432129,0.0006362124113366008,0.0007791374227963388,0.00025973483570851386,0.0002632041141623631,35.854697987673646,0.060094104715825644,0.10986886016727877,1.2019728530176723,0.15024660662720904
Global continuation,41,0.0003108933742623776,35.073885335114895,0.8709033727645874,0.9531890153884888,nan,nan,0.0020509723108261824,0.8647781610488892,0.8547945022583008,0.813614696264267,0.8074569702148438,0.8042833805084229,0.04733753204345703,0.0008961700368672609,0.0009418497211299837,0.0004338349972385913,0.0004790102248080075,33.626754166036754,0.1476488748067202,0.2701580564247825,1.5461180463536366,0.19326475579420457
Global continuation,42,0.00019791202794294804,37.035278110967084,0.9432222247123718,0.9811527132987976,nan,nan,0.0018162891501560807,0.9344066381454468,0.9274864196777344,0.9002434015274048,0.896523118019104,0.895211398601532,0.03096330165863037,0.001519898185506463,0.0015770414611324668,0.00023428583517670631,0.00023952521587489173,36.30253967871474,0.08410856307425427,0.14787095458762178,1.223090950085661,0.15288636876070763
Global continuation,43,0.0002535876992624253,35.958718165316895,0.846773624420166,0.9449671506881714,nan,nan,0.007977054454386234,0.8447265625,0.8217184543609619,0.799618661403656,0.7919069528579712,0.7851510047912598,0.029811501502990723,0.00382853951305151,0.004048020578920841,0.0002972923102788627,0.0003040067385882139,35.26816324049848,0.07250554911870809,0.12737228868753356,1.2063372196662945,0.1507921524582868
Global continuation,44,0.00026478382642380893,35.771085460805686,0.9153358340263367,0.9747325778007507,nan,nan,0.0011902368860319257,0.9072943925857544,0.8975006341934204,0.8474235832691193,0.8405139446258545,0.8337904810905457,0.05698668956756592,0.0005516972159966826,0.0006218727212399244,0.00031560237403027713,0.0003233921597711742,35.008597385919856,0.09239079079928614,0.17455153476056517,1.257304602426092,0.1571630753032615
Global continuation,45,0.00017779947665985674,37.50069521678915,0.9589453935623169,0.9862521886825562,nan,nan,0.002604010747745633,0.9530863165855408,0.9522126913070679,0.9349738955497742,0.9302787780761719,0.9295255541801453,0.021933913230895996,0.0026010493747889996,0.0033703199587762356,0.00020318514725659043,0.00020873216635663994,36.9210804196027,0.06517786296639894,0.11492301583905452,1.1741249347488065,0.14676561684360082
Global continuation,46,0.0003522355982568115,34.53166754713878,0.9868903160095215,0.994419276714325,nan,nan,0.003092333674430847,0.9857752323150635,0.9862397313117981,0.9842569231987,0.9813245534896851,0.978858470916748,0.004915177822113037,0.0011678652372211218,0.0012555306311696768,0.0003941117029171437,0.00040461817116010934,34.04380668821594,0.0535279534919339,0.09508029555436173,1.154612873773124,0.1443266092216405
Global continuation,47,0.00017635540280025452,37.53611230805707,0.9293653964996338,0.9758477210998535,nan,nan,0.0017832583980634809,0.9220823049545288,0.9117444753646851,0.8756882548332214,0.8675963878631592,0.8662956953048706,0.04414808750152588,0.003256109543144703,0.003960401751101017,0.00020582781871780753,0.0002149224492313806,36.86495928411485,0.06635703982721461,0.11829052406136462,1.2198797551312068,0.15248496939140085
Global continuation,48,0.000294864788884297,35.303770853873594,0.980155885219574,0.9925428628921509,nan,nan,0.002310630399733782,0.9751394987106323,0.9759788513183594,0.969005823135376,0.9655160903930664,0.965021014213562,0.010462760925292969,0.001747286063618958,0.0019291354110464454,0.0003561517514754087,0.00036081419966649264,34.48364915550116,0.10676939648739615,0.19137952989499188,1.224225523832056,0.153028190479007
Global continuation,49,0.00020624515309464186,36.85616248882209,0.9687490463256836,0.9892953634262085,nan,nan,0.0024994276463985443,0.9625928401947021,0.9756475687026978,0.9176662564277649,0.9126745462417603,0.9097412824630737,0.0629730224609375,0.0009426313918083906,0.0009532874100841582,0.0002380870282649994,0.0002469335959176533,36.2326426568876,0.05533031441607479,0.11047706464744199,1.2412992361299569,0.1551624045162446
Hard Patch16 stride8 Top25,0,0.0002094437222694978,36.78932652369245,0.9047753214836121,0.9678316116333008,nan,nan,0.0020285274367779493,0.8942378163337708,0.8895207643508911,0.851559191942215,0.8437405824661255,0.8388711214065552,0.045780181884765625,0.0015016606776043773,0.0015927390195429325,0.0002367882407270372,0.00023874358885223046,36.25639869154216,0.053629277258656696,0.09545614406633551,1.1656624826602433,0.1457078103325304
Hard Patch16 stride8 Top25,1,0.00019232793420087546,37.15957633139385,0.9762088656425476,0.9918426275253296,nan,nan,0.0012222467921674252,0.9730550050735474,0.9825522899627686,0.9410290122032166,0.9327234029769897,0.9322494864463806,0.04982888698577881,0.0003950463142246008,0.0004020284104626626,0.00022167275892570615,0.00023143894941313192,36.542876734851674,0.06320374045599052,0.11677649740660771,1.2294479628767845,0.15368099535959806
Hard Patch16 stride8 Top25,2,0.00021277218183968216,36.72085152990008,0.9863500595092773,0.9954431056976318,nan,nan,0.0026118438690900803,0.9816426038742065,0.9837924838066101,0.9720120131969452,0.9617287516593933,0.9562928080558777,0.022063732147216797,0.0006494101253338158,0.0007011591223999858,0.00023934582713991404,0.00024059676070464775,36.20974139796433,0.06866356608401755,0.12775071376657995,1.1390492619537205,0.14238115774421506
Hard Patch16 stride8 Top25,3,0.00018399501277599484,37.3519394847535,0.9667360782623291,0.9886478185653687,nan,nan,0.0019902638159692287,0.9632906317710876,0.9659398794174194,0.9419828057289124,0.935215950012207,0.9329049587249756,0.030723929405212402,0.001150572090409696,0.0013348176144063473,0.00020011002197861671,0.00020305492216721177,36.98731160334215,0.038820343196816105,0.06811569239812286,1.1077731995455529,0.1384716499431941
Hard Patch16 stride8 Top25,4,0.0001773912663338706,37.5106776599458,0.9614550471305847,0.9870471954345703,nan,nan,0.00195999164134264,0.9540917277336121,0.9680726528167725,0.8934055864810944,0.8865935802459717,0.885103702545166,0.08147907257080078,0.0016265943413600326,0.001964557683095336,0.00019885196525137872,0.00020529491666820832,37.01470112530092,0.05889284752450337,0.10568282313354539,1.1695664294269288,0.1461958036783661
Hard Patch16 stride8 Top25,5,0.00021779762755613774,36.61946855273034,0.9752469062805176,0.9916163682937622,nan,nan,0.00343235582113266,0.9688534736633301,0.9727158546447754,0.9534738957881927,0.9449681043624878,0.9377347826957703,0.027747750282287598,0.001526491716504097,0.002005593152716756,0.00026534064090810716,0.00027177153970114887,35.761962261941854,0.09454790619440938,0.1658953399579165,1.2694728503990347,0.15868410629987934
Hard Patch16 stride8 Top25,6,0.0002506088057998568,36.010036729943145,0.9592095613479614,0.9862710237503052,nan,nan,0.0022236849181354046,0.9504226446151733,0.9461475610733032,0.9381791353225708,0.9320012927055359,0.9288009405136108,0.014146268367767334,0.0008274092106148601,0.0008793204324319959,0.00034954672446474433,0.00038944745756452903,34.564947632061276,0.16048203227798827,0.31618346588391777,1.6822521683792027,0.21028152104740033
Hard Patch16 stride8 Top25,7,0.0002457504451740533,36.095056867757464,0.9311835765838623,0.976784884929657,nan,nan,0.0017734398134052753,0.9211040735244751,0.927790641784668,0.8825459480285645,0.8703554272651672,0.8657647371292114,0.05743521451950073,0.00092962512280792,0.000998340779915452,0.0003553114947862923,0.0003656557746580802,34.49390742295345,0.15041840234275647,0.36313043159033587,1.7575444902361819,0.21969306127952273
