model,image_index,global_mse,patch_mean_mse,top10_patch_mse,top25_patch_mse,max_patch_mse,patch_mse_std,patch_mse_cv,worst_global_ratio,max_global_ratio,local_ssim_top25,local_ssim_worst,local_lpips_top25,local_lpips_worst
Crop-trained Global,7,0.0015270329313352704,0.0015270328149199486,0.0024573623668402433,0.0020378688350319862,0.003149028867483139,0.0004451120621524751,0.2914882004261017,1.3345284461975098,2.062187910079956,0.857661247253418,0.8502304553985596,0.0011863651452586055,0.0017445043195039034
Crop-trained Global,8,0.0011416481574997306,0.0011416480410844088,0.0013910779962316155,0.001346392324194312,0.0014148090267553926,0.00013694187509827316,0.119951032102108,1.1793408393859863,1.2392688989639282,0.9532334804534912,0.9472153782844543,0.0023687584325671196,0.002688158070668578
Crop-trained Global,9,0.001522644073702395,0.001522644073702395,0.002001759596168995,0.0018961388850584626,0.002019859617576003,0.0002672276459634304,0.17550237476825714,1.2452936172485352,1.3265475034713745,0.9489968419075012,0.9473256468772888,0.0010749113280326128,0.001156388781964779
Crop-trained Global,10,0.001289496198296547,0.001289496198296547,0.0014708198141306639,0.0014350329292938113,0.0014921501278877258,0.00011915327195310965,0.09240296483039856,1.112863302230835,1.1571574211120605,0.9039372801780701,0.875525176525116,0.0038611541967839003,0.004673908464610577
Crop-trained Global,11,0.0012877697590738535,0.0012877697590738535,0.0015198909677565098,0.0014515381772071123,0.001523231971077621,0.00011990174243692309,0.09310805797576904,1.1271721124649048,1.1828449964523315,0.8539325594902039,0.8062146306037903,0.0019398224540054798,0.0033037513494491577
Crop-trained Global,12,0.0011041731340810657,0.0011041731340810657,0.0014000601368024945,0.001324435230344534,0.0014143908629193902,0.00016470906848553568,0.14916960895061493,1.19948148727417,1.2809503078460693,0.8923976421356201,0.8703555464744568,0.004229786340147257,0.008646142669022083
Crop-trained Global,13,0.001507519860751927,0.001507519860751927,0.001903284341096878,0.0018387666204944253,0.001990546705201268,0.0002562051813583821,0.1699514538049698,1.2197296619415283,1.3204115629196167,0.9543219804763794,0.9468703269958496,0.0017775478772819042,0.0024559576995670795
Crop-trained Global,14,0.0011700538452714682,0.0011700538452714682,0.001385244308039546,0.0013687050668522716,0.0014026639983057976,0.00014787010150030255,0.1263788789510727,1.1697795391082764,1.1988029479980469,0.8253600001335144,0.7873491644859314,0.002545562107115984,0.0033637883607298136
Crop-trained Global,15,0.00144942756742239,0.00144942756742239,0.0018345890566706657,0.001778804580681026,0.00189107412006706,0.0002462090051267296,0.16986636817455292,1.2272462844848633,1.3047040700912476,0.9401416778564453,0.9341285228729248,0.001447612652555108,0.001777963130734861
Crop-trained Global,16,0.001290582469664514,0.001290582469664514,0.0016027437523007393,0.0015145119978114963,0.0016660341061651707,0.00016992773453239352,0.13166747987270355,1.1735104322433472,1.2909164428710938,0.896159827709198,0.8779449462890625,0.005673692096024752,0.006579890847206116
