method,image_index,crop_ratio,repeat,protected_bits,raw_ber,raw_bit_accuracy,detection_success,exact_decode_success,ecc_corrected_success,schema,logit_mean,logit_abs_mean
TrustMark Q,24,100%,1,100,0.0,1.0,1,1,1,1,-0.028999118134379387,11.096467018127441
TrustMark Q,24,100%,2,100,0.0,1.0,1,1,1,1,-0.028999118134379387,11.096467018127441
TrustMark Q,24,100%,3,100,0.0,1.0,1,1,1,1,-0.028999118134379387,11.096467018127441
TrustMark Q,24,100%,4,100,0.0,1.0,1,1,1,1,-0.028999118134379387,11.096467018127441
TrustMark Q,24,70%,0,100,0.0,1.0,1,1,1,1,-0.12098286300897598,9.568324089050293
TrustMark Q,24,70%,1,100,0.0,1.0,1,1,1,1,-0.05702059715986252,9.63610553741455
TrustMark Q,24,70%,2,100,0.0,1.0,1,1,1,1,0.14523988962173462,10.102497100830078
TrustMark Q,24,70%,3,100,0.0,1.0,1,1,1,1,-0.044991541653871536,10.472089767456055
TrustMark Q,24,70%,4,100,0.0,1.0,1,1,1,1,0.11284330487251282,10.396080017089844
TrustMark Q,24,50%,0,100,0.01,0.99,1,1,1,1,0.5195977687835693,8.28136157989502
TrustMark Q,24,50%,1,100,0.02,0.98,1,1,1,1,0.43417179584503174,7.110332012176514
TrustMark Q,24,50%,2,100,0.02,0.98,1,1,1,1,-0.3633907437324524,7.268066883087158
TrustMark Q,24,50%,3,100,0.01,0.99,1,1,1,1,-0.3478279411792755,6.358010768890381
TrustMark Q,24,50%,4,100,0.03,0.97,1,1,1,1,-0.30910930037498474,6.2334184646606445
TrustMark Q,24,40%,0,100,0.11,0.89,0,0,0,-1,0.19680027663707733,3.7013378143310547
TrustMark Q,24,40%,1,100,0.08,0.92,0,0,0,-1,0.12210079282522202,4.3522419929504395
TrustMark Q,24,40%,2,100,0.09,0.91,0,0,0,-1,-0.04913904145359993,4.785792350769043
TrustMark Q,24,40%,3,100,0.11,0.89,0,0,0,-1,0.27099311351776123,5.790743350982666
TrustMark Q,24,40%,4,100,0.08,0.92,0,0,0,-1,0.44383010268211365,4.542680263519287
TrustMark Q,24,30%,0,100,0.14,0.86,0,0,0,-1,-0.008658132515847683,3.7736966609954834
TrustMark Q,24,30%,1,100,0.15,0.85,0,0,0,-1,0.21012026071548462,2.630849599838257
TrustMark Q,24,30%,2,100,0.16,0.84,0,0,0,-1,0.031221643090248108,3.1601223945617676
TrustMark Q,24,30%,3,100,0.17,0.83,0,0,0,-1,0.013988189399242401,2.952146053314209
TrustMark Q,24,30%,4,100,0.15,0.85,0,0,0,-1,0.15351250767707825,2.7316651344299316
TrustMark Q,25,100%,0,100,0.0,1.0,1,1,1,1,-0.6258008480072021,10.330230712890625
TrustMark Q,25,100%,1,100,0.0,1.0,1,1,1,1,-0.6258008480072021,10.330230712890625
TrustMark Q,25,100%,2,100,0.0,1.0,1,1,1,1,-0.6258008480072021,10.330230712890625
TrustMark Q,25,100%,3,100,0.0,1.0,1,1,1,1,-0.6258008480072021,10.330230712890625
TrustMark Q,25,100%,4,100,0.0,1.0,1,1,1,1,-0.6258008480072021,10.330230712890625
TrustMark Q,25,70%,0,100,0.0,1.0,1,1,1,1,-0.5643146634101868,8.2214937210083
TrustMark Q,25,70%,1,100,0.0,1.0,1,1,1,1,-0.4548409581184387,8.430736541748047
TrustMark Q,25,70%,2,100,0.0,1.0,1,1,1,1,-0.6443226337432861,8.553808212280273
TrustMark Q,25,70%,3,100,0.0,1.0,1,1,1,1,-0.5898525714874268,8.910984992980957
TrustMark Q,25,70%,4,100,0.0,1.0,1,1,1,1,-0.7360482215881348,9.023767471313477
TrustMark Q,25,50%,0,100,0.03,0.97,1,1,1,1,-0.22746098041534424,6.130755424499512
TrustMark Q,25,50%,1,100,0.04,0.96,1,1,1,1,-0.40347209572792053,5.377349376678467
TrustMark Q,25,50%,2,100,0.02,0.98,1,1,1,1,-0.5487856864929199,5.402662754058838
TrustMark Q,25,50%,3,100,0.04,0.96,1,1,1,1,-0.741038978099823,4.800304412841797
TrustMark Q,25,50%,4,100,0.03,0.97,1,1,1,1,-0.602639377117157,4.672560691833496
TrustMark Q,25,40%,0,100,0.06,0.94,0,0,0,-1,-0.3200588524341583,3.382734775543213
TrustMark Q,25,40%,1,100,0.11,0.89,0,0,0,-1,-0.2067042738199234,3.1050610542297363
TrustMark Q,25,40%,2,100,0.1,0.9,0,0,0,-1,-0.5920787453651428,3.3812990188598633
TrustMark Q,25,40%,3,100,0.1,0.9,0,0,0,-1,-0.606979250907898,3.126817226409912
TrustMark Q,25,40%,4,100,0.08,0.92,0,0,0,-1,-0.3286086916923523,3.394766330718994
TrustMark Q,25,30%,0,100,0.12,0.88,0,0,0,-1,-0.5583031177520752,2.0476813316345215
TrustMark Q,25,30%,1,100,0.19,0.81,0,0,0,-1,-0.002966673346236348,1.6830438375473022
TrustMark Q,25,30%,2,100,0.17,0.83,0,0,0,-1,-0.40457144379615784,2.168276786804199
TrustMark Q,25,30%,3,100,0.14,0.86,0,0,0,-1,-0.18914446234703064,1.778385043144226
TrustMark Q,25,30%,4,100,0.17,0.83,0,0,0,-1,-0.32733967900276184,2.106703281402588
TrustMark Q,26,100%,0,100,0.01,0.99,1,1,1,1,0.9597846865653992,8.351088523864746
TrustMark Q,26,100%,1,100,0.01,0.99,1,1,1,1,0.9597846865653992,8.351088523864746
TrustMark Q,26,100%,2,100,0.01,0.99,1,1,1,1,0.9597846865653992,8.351088523864746
TrustMark Q,26,100%,3,100,0.01,0.99,1,1,1,1,0.9597846865653992,8.351088523864746
TrustMark Q,26,100%,4,100,0.01,0.99,1,1,1,1,0.9597846865653992,8.351088523864746
TrustMark Q,26,70%,0,100,0.02,0.98,1,1,1,1,0.9752516746520996,7.002619743347168
TrustMark Q,26,70%,1,100,0.01,0.99,1,1,1,1,0.6626056432723999,6.775320053100586
TrustMark Q,26,70%,2,100,0.01,0.99,1,1,1,1,0.7797835469245911,7.246884346008301
TrustMark Q,26,70%,3,100,0.03,0.97,1,1,1,1,1.0310940742492676,7.594611644744873
TrustMark Q,26,70%,4,100,0.03,0.97,1,1,1,1,0.924665093421936,7.417016983032227
TrustMark Q,26,50%,0,100,0.04,0.96,1,1,1,1,0.5765746831893921,4.708098888397217
TrustMark Q,26,50%,1,100,0.07,0.9299999999999999,0,0,0,-1,0.4737735092639923,4.1421990394592285
TrustMark Q,26,50%,2,100,0.04,0.96,1,1,1,1,0.7034497261047363,5.467055797576904
TrustMark Q,26,50%,3,100,0.05,0.95,1,1,1,1,0.8740899562835693,4.65810489654541
TrustMark Q,26,50%,4,100,0.06,0.94,0,0,0,-1,0.7888475060462952,4.7273077964782715
TrustMark Q,26,40%,0,100,0.17,0.83,0,0,0,-1,0.09183898568153381,1.7712379693984985
TrustMark Q,26,40%,1,100,0.14,0.86,0,0,0,-1,0.1470412313938141,2.573636054992676
TrustMark Q,26,40%,2,100,0.09,0.91,0,0,0,-1,0.5159610509872437,3.6049492359161377
TrustMark Q,26,40%,3,100,0.1,0.9,0,0,0,-1,0.47087371349334717,3.5967018604278564
TrustMark Q,26,40%,4,100,0.11,0.89,0,0,0,-1,0.3609379529953003,2.5889475345611572
TrustMark Q,26,30%,0,100,0.2,0.8,0,0,0,-1,0.4699155390262604,2.7471091747283936
TrustMark Q,26,30%,1,100,0.2,0.8,0,0,0,-1,0.06015685945749283,2.0374372005462646
TrustMark Q,26,30%,2,100,0.2,0.8,0,0,0,-1,0.3059179484844208,1.7638373374938965
TrustMark Q,26,30%,3,100,0.19,0.81,0,0,0,-1,0.1519322246313095,1.8979099988937378
TrustMark Q,26,30%,4,100,0.21,0.79,0,0,0,-1,0.15341711044311523,1.3918826580047607
TrustMark Q,27,100%,0,100,0.0,1.0,1,1,1,1,0.6585971117019653,10.267740249633789
TrustMark Q,27,100%,1,100,0.0,1.0,1,1,1,1,0.6585971117019653,10.267740249633789
TrustMark Q,27,100%,2,100,0.0,1.0,1,1,1,1,0.6585971117019653,10.267740249633789
TrustMark Q,27,100%,3,100,0.0,1.0,1,1,1,1,0.6585971117019653,10.267740249633789
TrustMark Q,27,100%,4,100,0.0,1.0,1,1,1,1,0.6585971117019653,10.267740249633789
TrustMark Q,27,70%,0,100,0.0,1.0,1,1,1,1,0.7692084312438965,8.336499214172363
TrustMark Q,27,70%,1,100,0.0,1.0,1,1,1,1,0.6587294936180115,8.70071029663086
TrustMark Q,27,70%,2,100,0.01,0.99,1,1,1,1,0.45684614777565,8.780113220214844
TrustMark Q,27,70%,3,100,0.0,1.0,1,1,1,1,0.6460521221160889,9.073299407958984
TrustMark Q,27,70%,4,100,0.0,1.0,1,1,1,1,0.6143280863761902,9.36788558959961
TrustMark Q,27,50%,0,100,0.02,0.98,1,1,1,1,0.07190817594528198,6.827639102935791
TrustMark Q,27,50%,1,100,0.03,0.97,1,1,1,1,0.4120044410228729,5.594333648681641
TrustMark Q,27,50%,2,100,0.03,0.97,1,1,1,1,0.29819390177726746,5.512053966522217
TrustMark Q,27,50%,3,100,0.08,0.92,0,0,0,-1,0.14801262319087982,4.358453273773193
TrustMark Q,27,50%,4,100,0.05,0.95,1,1,1,1,0.12939554452896118,4.105356216430664
TrustMark Q,27,40%,0,100,0.13,0.87,0,0,0,-1,0.4326997399330139,3.0533132553100586
TrustMark Q,27,40%,1,100,0.06,0.94,0,0,0,-1,0.29295721650123596,4.109734535217285
TrustMark Q,27,40%,2,100,0.1,0.9,0,0,0,-1,-0.12864238023757935,2.8310022354125977
TrustMark Q,27,40%,3,100,0.05,0.95,1,1,1,1,0.17705699801445007,3.81520938873291
TrustMark Q,27,40%,4,100,0.15,0.85,0,0,0,-1,0.23551033437252045,2.9683475494384766
TrustMark Q,27,30%,0,100,0.19,0.81,0,0,0,-1,-0.0794392004609108,2.0275394916534424
TrustMark Q,27,30%,1,100,0.18,0.8200000000000001,0,0,0,-1,-0.008573235012590885,2.0118203163146973
TrustMark Q,27,30%,2,100,0.15,0.85,0,0,0,-1,-0.018249180167913437,1.8500643968582153
TrustMark Q,27,30%,3,100,0.12,0.88,0,0,0,-1,0.3150300681591034,2.035799503326416
TrustMark Q,27,30%,4,100,0.21,0.79,0,0,0,-1,0.04145871102809906,1.4861782789230347
TrustMark Q,28,100%,0,100,0.0,1.0,1,1,1,1,-0.8512322902679443,9.105096817016602
TrustMark Q,28,100%,1,100,0.0,1.0,1,1,1,1,-0.8512322902679443,9.105096817016602
TrustMark Q,28,100%,2,100,0.0,1.0,1,1,1,1,-0.8512322902679443,9.105096817016602
TrustMark Q,28,100%,3,100,0.0,1.0,1,1,1,1,-0.8512322902679443,9.105096817016602
TrustMark Q,28,100%,4,100,0.0,1.0,1,1,1,1,-0.8512322902679443,9.105096817016602
TrustMark Q,28,70%,0,100,0.0,1.0,1,1,1,1,-0.6955914497375488,6.744734287261963
TrustMark Q,28,70%,1,100,0.01,0.99,1,1,1,1,-0.8220626711845398,7.032121181488037
TrustMark Q,28,70%,2,100,0.0,1.0,1,1,1,1,-0.8588542342185974,6.799089431762695
TrustMark Q,28,70%,3,100,0.0,1.0,1,1,1,1,-0.5897495150566101,8.096216201782227
TrustMark Q,28,70%,4,100,0.0,1.0,1,1,1,1,-0.8401970863342285,7.49128532409668
TrustMark Q,28,50%,0,100,0.04,0.96,1,1,1,1,-0.49941104650497437,4.541734218597412
TrustMark Q,28,50%,1,100,0.03,0.97,1,1,1,1,-0.4139412045478821,4.438889980316162
TrustMark Q,28,50%,2,100,0.01,0.99,1,1,1,1,-0.5447671413421631,3.9364678859710693
TrustMark Q,28,50%,3,100,0.03,0.97,1,1,1,1,-0.38334161043167114,3.31046199798584
TrustMark Q,28,50%,4,100,0.09,0.91,0,0,0,-1,-0.44648823142051697,2.8434231281280518
TrustMark Q,28,40%,0,100,0.09,0.91,0,0,0,-1,-0.19385135173797607,2.744370460510254
TrustMark Q,28,40%,1,100,0.12,0.88,0,0,0,-1,-0.2982234060764313,2.4799201488494873
TrustMark Q,28,40%,2,100,0.12,0.88,0,0,0,-1,-0.24567221105098724,2.1149425506591797
TrustMark Q,28,40%,3,100,0.12,0.88,0,0,0,-1,-0.29900240898132324,2.708005905151367
TrustMark Q,28,40%,4,100,0.09,0.91,0,0,0,-1,-0.16957522928714752,2.2547295093536377
TrustMark Q,28,30%,0,100,0.18,0.8200000000000001,0,0,0,-1,-0.1693882942199707,1.5834383964538574
TrustMark Q,28,30%,1,100,0.21,0.79,0,0,0,-1,-0.1483430713415146,1.068798542022705
TrustMark Q,28,30%,2,100,0.16,0.84,0,0,0,-1,-0.021069271489977837,1.7491472959518433
TrustMark Q,28,30%,3,100,0.13,0.87,0,0,0,-1,-0.1775626391172409,1.8858916759490967
TrustMark Q,28,30%,4,100,0.19,0.81,0,0,0,-1,-0.23366838693618774,1.5364750623703003
TrustMark Q,29,100%,0,100,0.0,1.0,1,1,1,1,1.371287226676941,10.282788276672363
TrustMark Q,29,100%,1,100,0.0,1.0,1,1,1,1,1.371287226676941,10.282788276672363
TrustMark Q,29,100%,2,100,0.0,1.0,1,1,1,1,1.371287226676941,10.282788276672363
TrustMark Q,29,100%,3,100,0.0,1.0,1,1,1,1,1.371287226676941,10.282788276672363
TrustMark Q,29,100%,4,100,0.0,1.0,1,1,1,1,1.371287226676941,10.282788276672363
TrustMark Q,29,70%,0,100,0.0,1.0,1,1,1,1,1.1907718181610107,8.891312599182129
TrustMark Q,29,70%,1,100,0.0,1.0,1,1,1,1,1.3665754795074463,9.062459945678711
TrustMark Q,29,70%,2,100,0.0,1.0,1,1,1,1,1.1197301149368286,8.934661865234375
TrustMark Q,29,70%,3,100,0.0,1.0,1,1,1,1,1.2248268127441406,9.079015731811523
TrustMark Q,29,70%,4,100,0.0,1.0,1,1,1,1,1.7571204900741577,9.241765975952148
TrustMark Q,29,50%,0,100,0.05,0.95,1,1,1,1,1.1904504299163818,6.104762077331543
TrustMark Q,29,50%,1,100,0.07,0.9299999999999999,0,0,0,-1,0.8513460755348206,4.989154815673828
TrustMark Q,29,50%,2,100,0.0,1.0,1,1,1,1,0.6722599267959595,7.067493438720703
TrustMark Q,29,50%,3,100,0.01,0.99,1,1,1,1,0.5339670777320862,5.031088829040527
TrustMark Q,29,50%,4,100,0.04,0.96,1,1,1,1,0.47272413969039917,5.2918524742126465
TrustMark Q,29,40%,0,100,0.15,0.85,0,0,0,-1,0.3984271287918091,2.915252685546875
TrustMark Q,29,40%,1,100,0.15,0.85,0,0,0,-1,0.4335050880908966,3.190413236618042
TrustMark Q,29,40%,2,100,0.04,0.96,1,1,1,1,0.28463509678840637,4.439907550811768
TrustMark Q,29,40%,3,100,0.09,0.91,0,0,0,-1,0.828774631023407,4.785429000854492
TrustMark Q,29,40%,4,100,0.11,0.89,0,0,0,-1,0.630215048789978,3.078432321548462
TrustMark Q,29,30%,0,100,0.07,0.9299999999999999,0,0,0,-1,0.3335833251476288,3.001722812652588
TrustMark Q,29,30%,1,100,0.15,0.85,0,0,0,-1,0.36199137568473816,2.345092296600342
TrustMark Q,29,30%,2,100,0.19,0.81,0,0,0,-1,-0.09125261008739471,2.3812003135681152
TrustMark Q,29,30%,3,100,0.16,0.84,0,0,0,-1,0.4494422972202301,1.8747094869613647
TrustMark Q,29,30%,4,100,0.17,0.83,0,0,0,-1,-0.12422449886798859,2.486691951751709
TrustMark Q,30,100%,0,100,0.0,1.0,1,1,1,1,-0.2810511291027069,9.710328102111816
TrustMark Q,30,100%,1,100,0.0,1.0,1,1,1,1,-0.2810511291027069,9.710328102111816
TrustMark Q,30,100%,2,100,0.0,1.0,1,1,1,1,-0.2810511291027069,9.710328102111816
TrustMark Q,30,100%,3,100,0.0,1.0,1,1,1,1,-0.2810511291027069,9.710328102111816
TrustMark Q,30,100%,4,100,0.0,1.0,1,1,1,1,-0.2810511291027069,9.710328102111816
TrustMark Q,30,70%,0,100,0.0,1.0,1,1,1,1,-0.2787569761276245,8.167346000671387
TrustMark Q,30,70%,1,100,0.01,0.99,1,1,1,1,-0.20948491990566254,8.067739486694336
TrustMark Q,30,70%,2,100,0.01,0.99,1,1,1,1,-0.28445690870285034,8.193747520446777
TrustMark Q,30,70%,3,100,0.0,1.0,1,1,1,1,-0.3769811689853668,8.425758361816406
TrustMark Q,30,70%,4,100,0.0,1.0,1,1,1,1,-0.09950143098831177,8.997833251953125
TrustMark Q,30,50%,0,100,0.03,0.97,1,1,1,1,-0.12661108374595642,5.670466423034668
TrustMark Q,30,50%,1,100,0.08,0.92,0,0,0,-1,0.09784764051437378,5.362045764923096
TrustMark Q,30,50%,2,100,0.0,1.0,1,1,1,1,-0.08831208944320679,5.528891563415527
TrustMark Q,30,50%,3,100,0.04,0.96,1,1,1,1,-0.005883329547941685,4.229419708251953
TrustMark Q,30,50%,4,100,0.05,0.95,1,1,1,1,0.02820080704987049,4.448821067810059
TrustMark Q,30,40%,0,100,0.16,0.84,0,0,0,-1,0.01228571217507124,2.258922815322876
TrustMark Q,30,40%,1,100,0.13,0.87,0,0,0,-1,0.1405417025089264,2.802482843399048
TrustMark Q,30,40%,2,100,0.04,0.96,1,1,1,1,-0.20072318613529205,3.5926880836486816
TrustMark Q,30,40%,3,100,0.06,0.94,0,0,0,-1,-0.10347927361726761,3.5101635456085205
TrustMark Q,30,40%,4,100,0.12,0.88,0,0,0,-1,-0.19243377447128296,2.6315460205078125
TrustMark Q,30,30%,0,100,0.11,0.89,0,0,0,-1,-0.03657466545701027,2.362793207168579
TrustMark Q,30,30%,1,100,0.24,0.76,0,0,0,-1,-0.021608131006360054,1.708842158317566
TrustMark Q,30,30%,2,100,0.13,0.87,0,0,0,-1,-0.24380920827388763,2.092205286026001
TrustMark Q,30,30%,3,100,0.19,0.81,0,0,0,-1,0.009705297648906708,1.8171985149383545
TrustMark Q,30,30%,4,100,0.19,0.81,0,0,0,-1,-0.09420236945152283,1.6962558031082153
TrustMark Q,31,100%,0,100,0.0,1.0,1,1,1,1,-0.2662601172924042,8.757922172546387
TrustMark Q,31,100%,1,100,0.0,1.0,1,1,1,1,-0.2662601172924042,8.757922172546387
TrustMark Q,31,100%,2,100,0.0,1.0,1,1,1,1,-0.2662601172924042,8.757922172546387
TrustMark Q,31,100%,3,100,0.0,1.0,1,1,1,1,-0.2662601172924042,8.757922172546387
TrustMark Q,31,100%,4,100,0.0,1.0,1,1,1,1,-0.2662601172924042,8.757922172546387
TrustMark Q,31,70%,0,100,0.01,0.99,1,1,1,1,-0.13054287433624268,7.175546646118164
TrustMark Q,31,70%,1,100,0.01,0.99,1,1,1,1,-0.10641512274742126,7.4286298751831055
TrustMark Q,31,70%,2,100,0.01,0.99,1,1,1,1,-0.09676975011825562,7.319490432739258
TrustMark Q,31,70%,3,100,0.02,0.98,1,1,1,1,-0.14338505268096924,7.6804728507995605
TrustMark Q,31,70%,4,100,0.02,0.98,1,1,1,1,-0.0670211911201477,6.889308929443359
TrustMark Q,31,50%,0,100,0.06,0.94,0,0,0,-1,0.09305796027183533,5.074485778808594
TrustMark Q,31,50%,1,100,0.08,0.92,0,0,0,-1,0.2952413558959961,4.585292816162109
TrustMark Q,31,50%,2,100,0.03,0.97,1,1,1,1,-0.33418262004852295,3.939924716949463
TrustMark Q,31,50%,3,100,0.05,0.95,1,1,1,1,-0.05114824324846268,3.471461534500122
TrustMark Q,31,50%,4,100,0.07,0.9299999999999999,0,0,0,-1,-0.3087879419326782,3.582423448562622
TrustMark Q,31,40%,0,100,0.16,0.84,0,0,0,-1,0.15076039731502533,2.8547589778900146
TrustMark Q,31,40%,1,100,0.12,0.88,0,0,0,-1,0.03878955915570259,3.234060287475586
TrustMark Q,31,40%,2,100,0.12,0.88,0,0,0,-1,-0.21502897143363953,2.168428421020508
TrustMark Q,31,40%,3,100,0.11,0.89,0,0,0,-1,0.1709030121564865,3.109400987625122
TrustMark Q,31,40%,4,100,0.13,0.87,0,0,0,-1,0.060561466962099075,2.57688045501709
TrustMark Q,31,30%,0,100,0.22,0.78,0,0,0,-1,0.07666489481925964,1.792346477508545
TrustMark Q,31,30%,1,100,0.2,0.8,0,0,0,-1,0.06237753480672836,1.9409451484680176
TrustMark Q,31,30%,2,100,0.17,0.83,0,0,0,-1,-0.28827935457229614,1.9046173095703125
TrustMark Q,31,30%,3,100,0.25,0.75,0,0,0,-1,0.015260346233844757,1.7788310050964355
TrustMark Q,31,30%,4,100,0.24,0.76,0,0,0,-1,-0.07659810781478882,1.119125247001648
TrustMark Q,32,100%,0,100,0.0,1.0,1,1,1,1,-0.7729033827781677,10.185135841369629
TrustMark Q,32,100%,1,100,0.0,1.0,1,1,1,1,-0.7729033827781677,10.185135841369629
TrustMark Q,32,100%,2,100,0.0,1.0,1,1,1,1,-0.7729033827781677,10.185135841369629
TrustMark Q,32,100%,3,100,0.0,1.0,1,1,1,1,-0.7729033827781677,10.185135841369629
TrustMark Q,32,100%,4,100,0.0,1.0,1,1,1,1,-0.7729033827781677,10.185135841369629
TrustMark Q,32,70%,0,100,0.0,1.0,1,1,1,1,-0.9473630785942078,7.515285491943359
TrustMark Q,32,70%,1,100,0.0,1.0,1,1,1,1,-1.2328485250473022,8.737112045288086
TrustMark Q,32,70%,2,100,0.0,1.0,1,1,1,1,-0.7802565097808838,8.926143646240234
TrustMark Q,32,70%,3,100,0.0,1.0,1,1,1,1,-1.1487905979156494,8.865060806274414
TrustMark Q,32,70%,4,100,0.0,1.0,1,1,1,1,-0.7802565097808838,8.926143646240234
TrustMark Q,32,50%,0,100,0.04,0.96,1,1,1,1,-0.38324347138404846,4.63247537612915
TrustMark Q,32,50%,1,100,0.05,0.95,1,1,1,1,-0.727383017539978,4.494286060333252
TrustMark Q,32,50%,2,100,0.07,0.9299999999999999,0,0,0,-1,-0.8127341270446777,4.550880432128906
TrustMark Q,32,50%,3,100,0.04,0.96,1,1,1,1,-0.4076590836048126,4.294703960418701
TrustMark Q,32,50%,4,100,0.03,0.97,1,1,1,1,-0.7445747256278992,4.337193012237549
TrustMark Q,32,40%,0,100,0.06,0.94,0,0,0,-1,-0.36666449904441833,3.0806994438171387
TrustMark Q,32,40%,1,100,0.1,0.9,0,0,0,-1,-0.15148338675498962,2.3668019771575928
TrustMark Q,32,40%,2,100,0.07,0.9299999999999999,0,0,0,-1,-0.49563512206077576,3.50600528717041
TrustMark Q,32,40%,3,100,0.11,0.89,0,0,0,-1,-0.019622838124632835,2.366499423980713
TrustMark Q,32,40%,4,100,0.12,0.88,0,0,0,-1,-0.11865948885679245,2.381565570831299
TrustMark Q,32,30%,0,100,0.17,0.83,0,0,0,-1,-0.0700804814696312,1.4320467710494995
TrustMark Q,32,30%,1,100,0.13,0.87,0,0,0,-1,0.0552479512989521,1.5147128105163574
TrustMark Q,32,30%,2,100,0.15,0.85,0,0,0,-1,-0.29485902190208435,1.6841340065002441
TrustMark Q,32,30%,3,100,0.21,0.79,0,0,0,-1,-0.2436661720275879,1.693487286567688
TrustMark Q,32,30%,4,100,0.14,0.86,0,0,0,-1,-0.17816972732543945,1.6974455118179321
TrustMark Q,33,100%,0,100,0.0,1.0,1,1,1,1,-1.5467033386230469,10.758506774902344
TrustMark Q,33,100%,1,100,0.0,1.0,1,1,1,1,-1.5467033386230469,10.758506774902344
TrustMark Q,33,100%,2,100,0.0,1.0,1,1,1,1,-1.5467033386230469,10.758506774902344
TrustMark Q,33,100%,3,100,0.0,1.0,1,1,1,1,-1.5467033386230469,10.758506774902344
TrustMark Q,33,100%,4,100,0.0,1.0,1,1,1,1,-1.5467033386230469,10.758506774902344
TrustMark Q,33,70%,0,100,0.0,1.0,1,1,1,1,-1.1398848295211792,9.550395965576172
TrustMark Q,33,70%,1,100,0.0,1.0,1,1,1,1,-1.4711520671844482,9.92534065246582
TrustMark Q,33,70%,2,100,0.0,1.0,1,1,1,1,-1.4398086071014404,9.901665687561035
TrustMark Q,33,70%,3,100,0.0,1.0,1,1,1,1,-1.127233624458313,10.139516830444336
TrustMark Q,33,70%,4,100,0.0,1.0,1,1,1,1,-1.4398086071014404,9.901665687561035
TrustMark Q,33,50%,0,100,0.03,0.97,1,1,1,1,-1.0711708068847656,6.972329139709473
TrustMark Q,33,50%,1,100,0.05,0.95,1,1,1,1,-1.0159114599227905,6.4394211769104
TrustMark Q,33,50%,2,100,0.05,0.95,1,1,1,1,-0.829416811466217,5.902608871459961
TrustMark Q,33,50%,3,100,0.03,0.97,1,1,1,1,-1.0268704891204834,6.562492847442627
TrustMark Q,33,50%,4,100,0.03,0.97,1,1,1,1,-1.029819369316101,7.028947830200195
TrustMark Q,33,40%,0,100,0.1,0.9,0,0,0,-1,-0.44487449526786804,3.915553569793701
TrustMark Q,33,40%,1,100,0.21,0.79,0,0,0,-1,-0.1278439611196518,2.339050531387329
TrustMark Q,33,40%,2,100,0.06,0.94,0,0,0,-1,-0.9681174755096436,5.5529985427856445
TrustMark Q,33,40%,3,100,0.05,0.95,1,1,1,1,-0.7051254510879517,3.6368863582611084
TrustMark Q,33,40%,4,100,0.02,0.98,1,1,1,1,-0.7375352382659912,4.216433525085449
TrustMark Q,33,30%,0,100,0.13,0.87,0,0,0,-1,-0.3761676549911499,2.299140691757202
TrustMark Q,33,30%,1,100,0.16,0.84,0,0,0,-1,-0.12329349666833878,2.603760004043579
TrustMark Q,33,30%,2,100,0.13,0.87,0,0,0,-1,-0.3148649036884308,2.2631516456604004
TrustMark Q,33,30%,3,100,0.15,0.85,0,0,0,-1,-0.3475693464279175,2.283153533935547
TrustMark Q,33,30%,4,100,0.15,0.85,0,0,0,-1,-0.1774941384792328,2.455566644668579
TrustMark Q,34,100%,0,100,0.0,1.0,1,1,1,1,-0.7193715572357178,8.908967018127441
TrustMark Q,34,100%,1,100,0.0,1.0,1,1,1,1,-0.7193715572357178,8.908967018127441
TrustMark Q,34,100%,2,100,0.0,1.0,1,1,1,1,-0.7193715572357178,8.908967018127441
TrustMark Q,34,100%,3,100,0.0,1.0,1,1,1,1,-0.7193715572357178,8.908967018127441
TrustMark Q,34,100%,4,100,0.0,1.0,1,1,1,1,-0.7193715572357178,8.908967018127441
TrustMark Q,34,70%,0,100,0.0,1.0,1,1,1,1,-0.6519073247909546,6.564271926879883
TrustMark Q,34,70%,1,100,0.01,0.99,1,1,1,1,-0.7166635990142822,7.045103073120117
TrustMark Q,34,70%,2,100,0.0,1.0,1,1,1,1,-0.7257677316665649,6.691506385803223
TrustMark Q,34,70%,3,100,0.0,1.0,1,1,1,1,-0.8607824444770813,7.721776962280273
TrustMark Q,34,70%,4,100,0.0,1.0,1,1,1,1,-0.7257677316665649,6.691506385803223
TrustMark Q,34,50%,0,100,0.1,0.9,0,0,0,-1,-0.35995903611183167,3.645414113998413
TrustMark Q,34,50%,1,100,0.12,0.88,0,0,0,-1,-0.22668947279453278,2.930042028427124
TrustMark Q,34,50%,2,100,0.09,0.91,0,0,0,-1,-0.3091299533843994,3.1937289237976074
TrustMark Q,34,50%,3,100,0.08,0.92,0,0,0,-1,-0.3456181585788727,3.2635583877563477
TrustMark Q,34,50%,4,100,0.07,0.9299999999999999,0,0,0,-1,-0.24082258343696594,3.0186028480529785
TrustMark Q,34,40%,0,100,0.16,0.84,0,0,0,-1,-0.3745778799057007,2.2697489261627197
TrustMark Q,34,40%,1,100,0.12,0.88,0,0,0,-1,-0.39670899510383606,1.5693241357803345
TrustMark Q,34,40%,2,100,0.13,0.87,0,0,0,-1,-0.3123525083065033,2.304213047027588
TrustMark Q,34,40%,3,100,0.08,0.92,0,0,0,-1,-0.16246576607227325,2.4206230640411377
TrustMark Q,34,40%,4,100,0.05,0.95,1,1,1,1,-0.19956260919570923,2.5914337635040283
TrustMark Q,34,30%,0,100,0.17,0.83,0,0,0,-1,0.024479685351252556,1.6297303438186646
