method,image_index,crop_ratio,repeat,protected_bits,raw_ber,raw_bit_accuracy,detection_success,exact_decode_success,ecc_corrected_success,schema,logit_mean,logit_abs_mean
TrustMark P,0,30%,3,100,0.23,0.77,0,0,0,-1,-0.12006361037492752,0.8701164722442627
TrustMark P,0,30%,4,100,0.14,0.86,0,0,0,-1,0.17865337431430817,2.1132256984710693
TrustMark P,1,100%,0,100,0.0,1.0,1,1,1,1,-0.2244459092617035,10.674389839172363
TrustMark P,1,100%,1,100,0.0,1.0,1,1,1,1,-0.2244459092617035,10.674389839172363
TrustMark P,1,100%,2,100,0.0,1.0,1,1,1,1,-0.2244459092617035,10.674389839172363
TrustMark P,1,100%,3,100,0.0,1.0,1,1,1,1,-0.2244459092617035,10.674389839172363
TrustMark P,1,100%,4,100,0.0,1.0,1,1,1,1,-0.2244459092617035,10.674389839172363
TrustMark P,1,70%,0,100,0.01,0.99,1,1,1,1,0.36083048582077026,6.404855728149414
TrustMark P,1,70%,1,100,0.0,1.0,1,1,1,1,-0.14675316214561462,6.2342529296875
TrustMark P,1,70%,2,100,0.01,0.99,1,1,1,1,-0.12202204763889313,6.893814563751221
TrustMark P,1,70%,3,100,0.02,0.98,1,1,1,1,-0.07589083909988403,5.97364616394043
TrustMark P,1,70%,4,100,0.01,0.99,1,1,1,1,-0.012012949213385582,6.650763511657715
TrustMark P,1,50%,0,100,0.04,0.96,1,1,1,1,0.2813340127468109,4.425358772277832
TrustMark P,1,50%,1,100,0.07,0.9299999999999999,0,0,0,-1,-0.05975703150033951,3.8029229640960693
TrustMark P,1,50%,2,100,0.07,0.9299999999999999,0,0,0,-1,-0.06876243650913239,3.8335988521575928
TrustMark P,1,50%,3,100,0.13,0.87,0,0,0,-1,0.023563561961054802,2.784271001815796
TrustMark P,1,50%,4,100,0.04,0.96,1,1,1,1,-0.13678714632987976,4.941854476928711
TrustMark P,1,40%,0,100,0.12,0.88,0,0,0,-1,0.03256060183048248,3.2126946449279785
TrustMark P,1,40%,1,100,0.17,0.83,0,0,0,-1,0.32897767424583435,1.7909868955612183
TrustMark P,1,40%,2,100,0.28,0.72,0,0,0,-1,0.10908878594636917,0.36058729887008667
TrustMark P,1,40%,3,100,0.2,0.8,0,0,0,-1,0.28693103790283203,1.7529464960098267
TrustMark P,1,40%,4,100,0.16,0.84,0,0,0,-1,0.21137231588363647,2.2728257179260254
TrustMark P,1,30%,0,100,0.37,0.63,0,0,0,-1,0.008131307549774647,0.30148059129714966
TrustMark P,1,30%,1,100,0.17,0.83,0,0,0,-1,0.05037076771259308,2.0526459217071533
TrustMark P,1,30%,2,100,0.22,0.78,0,0,0,-1,0.2464275360107422,1.7931512594223022
TrustMark P,1,30%,3,100,0.32,0.6799999999999999,0,0,0,-1,0.055485550314188004,0.29797953367233276
TrustMark P,1,30%,4,100,0.16,0.84,0,0,0,-1,-0.0339108370244503,1.9993987083435059
TrustMark P,2,100%,0,100,0.0,1.0,1,1,1,1,0.258647084236145,9.98423957824707
TrustMark P,2,100%,1,100,0.0,1.0,1,1,1,1,0.258647084236145,9.98423957824707
TrustMark P,2,100%,2,100,0.0,1.0,1,1,1,1,0.258647084236145,9.98423957824707
TrustMark P,2,100%,3,100,0.0,1.0,1,1,1,1,0.258647084236145,9.98423957824707
TrustMark P,2,100%,4,100,0.0,1.0,1,1,1,1,0.258647084236145,9.98423957824707
TrustMark P,2,70%,0,100,0.03,0.97,1,1,1,1,0.2979845702648163,5.627353668212891
TrustMark P,2,70%,1,100,0.01,0.99,1,1,1,1,0.32379150390625,6.320303916931152
TrustMark P,2,70%,2,100,0.01,0.99,1,1,1,1,0.03997788578271866,7.615231990814209
TrustMark P,2,70%,3,100,0.01,0.99,1,1,1,1,0.3875090479850769,6.005218505859375
TrustMark P,2,70%,4,100,0.01,0.99,1,1,1,1,0.26433372497558594,7.204709529876709
TrustMark P,2,50%,0,100,0.09,0.91,0,0,0,-1,0.2926587164402008,3.9514102935791016
TrustMark P,2,50%,1,100,0.09,0.91,0,0,0,-1,0.35201671719551086,4.013121604919434
TrustMark P,2,50%,2,100,0.09,0.91,0,0,0,-1,0.32854217290878296,3.983707904815674
TrustMark P,2,50%,3,100,0.03,0.97,1,1,1,1,0.2116965502500534,3.53933048248291
TrustMark P,2,50%,4,100,0.06,0.94,0,0,0,-1,0.3415628671646118,4.284723281860352
TrustMark P,2,40%,0,100,0.12,0.88,0,0,0,-1,0.2844168543815613,3.096639394760132
TrustMark P,2,40%,1,100,0.12,0.88,0,0,0,-1,0.3781239688396454,2.92739200592041
TrustMark P,2,40%,2,100,0.26,0.74,0,0,0,-1,0.20518724620342255,0.6433778405189514
TrustMark P,2,40%,3,100,0.15,0.85,0,0,0,-1,0.2861219346523285,2.311340093612671
TrustMark P,2,40%,4,100,0.14,0.86,0,0,0,-1,0.14667771756649017,2.7096004486083984
TrustMark P,2,30%,0,100,0.33,0.6699999999999999,0,0,0,-1,0.11469264328479767,0.3794466257095337
TrustMark P,2,30%,1,100,0.17,0.83,0,0,0,-1,0.0943266898393631,2.0282719135284424
TrustMark P,2,30%,2,100,0.2,0.8,0,0,0,-1,0.12323860824108124,2.0511980056762695
TrustMark P,2,30%,3,100,0.33,0.6699999999999999,0,0,0,-1,0.12378239631652832,0.4599912166595459
TrustMark P,2,30%,4,100,0.21,0.79,0,0,0,-1,0.12701448798179626,1.674729824066162
TrustMark P,3,100%,0,100,0.0,1.0,1,1,1,1,-0.6959028840065002,9.644314765930176
TrustMark P,3,100%,1,100,0.0,1.0,1,1,1,1,-0.6959028840065002,9.644314765930176
TrustMark P,3,100%,2,100,0.0,1.0,1,1,1,1,-0.6959028840065002,9.644314765930176
TrustMark P,3,100%,3,100,0.0,1.0,1,1,1,1,-0.6959028840065002,9.644314765930176
TrustMark P,3,100%,4,100,0.0,1.0,1,1,1,1,-0.6959028840065002,9.644314765930176
TrustMark P,3,70%,0,100,0.05,0.95,1,1,1,1,0.17017991840839386,5.779130458831787
TrustMark P,3,70%,1,100,0.01,0.99,1,1,1,1,0.020118502900004387,6.744838714599609
TrustMark P,3,70%,2,100,0.0,1.0,1,1,1,1,-0.11997950822114944,7.930694580078125
TrustMark P,3,70%,3,100,0.03,0.97,1,1,1,1,0.0568111315369606,5.979639053344727
TrustMark P,3,70%,4,100,0.0,1.0,1,1,1,1,-0.08246254175901413,7.4469523429870605
TrustMark P,3,50%,0,100,0.06,0.94,0,0,0,-1,0.047838930040597916,3.997492790222168
TrustMark P,3,50%,1,100,0.02,0.98,1,1,1,1,0.03480484336614609,5.464454174041748
TrustMark P,3,50%,2,100,0.02,0.98,1,1,1,1,0.017564887180924416,5.436549186706543
TrustMark P,3,50%,3,100,0.07,0.9299999999999999,0,0,0,-1,-0.07665081322193146,3.692673921585083
TrustMark P,3,50%,4,100,0.04,0.96,1,1,1,1,-0.20211303234100342,4.695342540740967
TrustMark P,3,40%,0,100,0.09,0.91,0,0,0,-1,0.12391066551208496,3.1609766483306885
TrustMark P,3,40%,1,100,0.14,0.86,0,0,0,-1,0.14311455190181732,2.7055633068084717
TrustMark P,3,40%,2,100,0.27,0.73,0,0,0,-1,-0.05333776772022247,0.8490422964096069
TrustMark P,3,40%,3,100,0.11,0.89,0,0,0,-1,0.06933457404375076,2.599517583847046
TrustMark P,3,40%,4,100,0.07,0.9299999999999999,0,0,0,-1,0.13801205158233643,3.7199878692626953
TrustMark P,3,30%,0,100,0.39,0.61,0,0,0,-1,0.030039897188544273,0.6249239444732666
TrustMark P,3,30%,1,100,0.2,0.8,0,0,0,-1,-0.059179116040468216,2.052452564239502
TrustMark P,3,30%,2,100,0.19,0.81,0,0,0,-1,0.05404306575655937,1.8872581720352173
TrustMark P,3,30%,3,100,0.28,0.72,0,0,0,-1,-0.03602534905076027,0.7023075222969055
TrustMark P,3,30%,4,100,0.24,0.76,0,0,0,-1,-0.23435811698436737,1.8582520484924316
TrustMark P,4,100%,0,100,0.0,1.0,1,1,1,1,-1.188703179359436,10.32116985321045
TrustMark P,4,100%,1,100,0.0,1.0,1,1,1,1,-1.188703179359436,10.32116985321045
TrustMark P,4,100%,2,100,0.0,1.0,1,1,1,1,-1.188703179359436,10.32116985321045
TrustMark P,4,100%,3,100,0.0,1.0,1,1,1,1,-1.188703179359436,10.32116985321045
TrustMark P,4,100%,4,100,0.0,1.0,1,1,1,1,-1.188703179359436,10.32116985321045
TrustMark P,4,70%,0,100,0.03,0.97,1,1,1,1,-0.4325891435146332,7.403281211853027
TrustMark P,4,70%,1,100,0.01,0.99,1,1,1,1,-0.6678742170333862,8.32623291015625
TrustMark P,4,70%,2,100,0.01,0.99,1,1,1,1,-0.983357310295105,8.398297309875488
TrustMark P,4,70%,3,100,0.03,0.97,1,1,1,1,-0.4940781891345978,7.574560165405273
TrustMark P,4,70%,4,100,0.01,0.99,1,1,1,1,-0.8139970898628235,8.29748821258545
TrustMark P,4,50%,0,100,0.13,0.87,0,0,0,-1,-0.3091168999671936,4.724546909332275
TrustMark P,4,50%,1,100,0.11,0.89,0,0,0,-1,-0.550317108631134,4.700010776519775
TrustMark P,4,50%,2,100,0.11,0.89,0,0,0,-1,-0.6723763346672058,4.5613837242126465
TrustMark P,4,50%,3,100,0.07,0.9299999999999999,0,0,0,-1,-0.23827983438968658,4.287145614624023
TrustMark P,4,50%,4,100,0.06,0.94,0,0,0,-1,-0.6393877267837524,4.334770202636719
TrustMark P,4,40%,0,100,0.18,0.8200000000000001,0,0,0,-1,-0.19809988141059875,3.1579086780548096
TrustMark P,4,40%,1,100,0.15,0.85,0,0,0,-1,0.0356292724609375,2.909935712814331
TrustMark P,4,40%,2,100,0.44,0.56,0,0,0,-1,-0.005291280802339315,0.5598046183586121
TrustMark P,4,40%,3,100,0.16,0.84,0,0,0,-1,-0.09822974354028702,2.328099012374878
TrustMark P,4,40%,4,100,0.13,0.87,0,0,0,-1,-0.16251534223556519,3.087264060974121
TrustMark P,4,30%,0,100,0.31,0.69,0,0,0,-1,-0.020929913967847824,0.405953973531723
TrustMark P,4,30%,1,100,0.17,0.83,0,0,0,-1,-0.33758407831192017,2.5963568687438965
TrustMark P,4,30%,2,100,0.16,0.84,0,0,0,-1,-0.14205507934093475,1.9244238138198853
TrustMark P,4,30%,3,100,0.34,0.6599999999999999,0,0,0,-1,-0.00331622245721519,0.5073575377464294
TrustMark P,4,30%,4,100,0.21,0.79,0,0,0,-1,-0.0031551981810480356,2.2453577518463135
TrustMark P,5,100%,0,100,0.0,1.0,1,1,1,1,0.06736864894628525,8.908099174499512
TrustMark P,5,100%,1,100,0.0,1.0,1,1,1,1,0.06736864894628525,8.908099174499512
TrustMark P,5,100%,2,100,0.0,1.0,1,1,1,1,0.06736864894628525,8.908099174499512
TrustMark P,5,100%,3,100,0.0,1.0,1,1,1,1,0.06736864894628525,8.908099174499512
TrustMark P,5,100%,4,100,0.0,1.0,1,1,1,1,0.06736864894628525,8.908099174499512
TrustMark P,5,70%,0,100,0.01,0.99,0,0,0,-1,0.3255254626274109,5.303461074829102
TrustMark P,5,70%,1,100,0.02,0.98,1,1,1,1,0.19965997338294983,5.5140180587768555
TrustMark P,5,70%,2,100,0.01,0.99,1,1,1,1,0.017004646360874176,6.676762580871582
TrustMark P,5,70%,3,100,0.05,0.95,0,0,0,-1,0.14243976771831512,4.599410533905029
TrustMark P,5,70%,4,100,0.02,0.98,1,1,1,1,0.17278407514095306,6.045234203338623
TrustMark P,5,50%,0,100,0.11,0.89,0,0,0,-1,0.10163027793169022,3.630232810974121
TrustMark P,5,50%,1,100,0.05,0.95,1,1,1,1,-0.03622144088149071,3.559501886367798
TrustMark P,5,50%,2,100,0.05,0.95,1,1,1,1,-0.08944623172283173,3.392763137817383
TrustMark P,5,50%,3,100,0.46,0.54,0,0,0,-1,-0.04078584164381027,1.4373679161071777
TrustMark P,5,50%,4,100,0.06,0.94,0,0,0,-1,-0.09768148511648178,4.291140079498291
TrustMark P,5,40%,0,100,0.16,0.84,0,0,0,-1,-0.13881394267082214,2.187746286392212
TrustMark P,5,40%,1,100,0.14,0.86,0,0,0,-1,0.2017514556646347,1.9127312898635864
TrustMark P,5,40%,2,100,0.28,0.72,0,0,0,-1,-0.08547551929950714,0.786736011505127
TrustMark P,5,40%,3,100,0.17,0.83,0,0,0,-1,0.4304707646369934,1.717257022857666
TrustMark P,5,40%,4,100,0.13,0.87,0,0,0,-1,-0.13346175849437714,2.154663562774658
TrustMark P,5,30%,0,100,0.31,0.69,0,0,0,-1,-0.08163833618164062,0.3613567650318146
TrustMark P,5,30%,1,100,0.24,0.76,0,0,0,-1,0.10277919471263885,1.3972043991088867
TrustMark P,5,30%,2,100,0.21,0.79,0,0,0,-1,0.26542437076568604,1.4048341512680054
TrustMark P,5,30%,3,100,0.28,0.72,0,0,0,-1,-0.10357983410358429,0.5569745302200317
TrustMark P,5,30%,4,100,0.27,0.73,0,0,0,-1,0.14283420145511627,1.4956655502319336
TrustMark P,6,100%,0,100,0.0,1.0,1,1,1,1,1.1360944509506226,10.991972923278809
TrustMark P,6,100%,1,100,0.0,1.0,1,1,1,1,1.1360944509506226,10.991972923278809
TrustMark P,6,100%,2,100,0.0,1.0,1,1,1,1,1.1360944509506226,10.991972923278809
TrustMark P,6,100%,3,100,0.0,1.0,1,1,1,1,1.1360944509506226,10.991972923278809
TrustMark P,6,100%,4,100,0.0,1.0,1,1,1,1,1.1360944509506226,10.991972923278809
TrustMark P,6,70%,0,100,0.01,0.99,1,1,1,1,1.0795156955718994,7.124605178833008
TrustMark P,6,70%,1,100,0.0,1.0,1,1,1,1,0.9415512084960938,7.45775032043457
TrustMark P,6,70%,2,100,0.01,0.99,1,1,1,1,0.9771771430969238,8.579007148742676
TrustMark P,6,70%,3,100,0.0,1.0,1,1,1,1,0.8328838348388672,6.9606523513793945
TrustMark P,6,70%,4,100,0.02,0.98,1,1,1,1,0.9937472343444824,7.962583541870117
TrustMark P,6,50%,0,100,0.07,0.9299999999999999,0,0,0,-1,0.6571827530860901,4.448915958404541
TrustMark P,6,50%,1,100,0.05,0.95,1,1,1,1,0.3748163878917694,4.630365371704102
TrustMark P,6,50%,2,100,0.06,0.94,0,0,0,-1,0.3273859918117523,4.415627956390381
TrustMark P,6,50%,3,100,0.12,0.88,0,0,0,-1,0.1359415203332901,3.4660215377807617
TrustMark P,6,50%,4,100,0.07,0.9299999999999999,0,0,0,-1,0.5626009106636047,4.715969085693359
TrustMark P,6,40%,0,100,0.08,0.92,0,0,0,-1,0.2957687973976135,3.365654945373535
TrustMark P,6,40%,1,100,0.11,0.89,0,0,0,-1,0.2497999221086502,1.496666669845581
TrustMark P,6,40%,2,100,0.3,0.7,0,0,0,-1,0.03117925114929676,0.7372075915336609
TrustMark P,6,40%,3,100,0.12,0.88,0,0,0,-1,0.18183356523513794,1.5367590188980103
TrustMark P,6,40%,4,100,0.14,0.86,0,0,0,-1,0.21542783081531525,3.0553078651428223
TrustMark P,6,30%,0,100,0.35,0.65,0,0,0,-1,0.05521038919687271,0.40150147676467896
TrustMark P,6,30%,1,100,0.21,0.79,0,0,0,-1,0.24494197964668274,1.683496356010437
TrustMark P,6,30%,2,100,0.14,0.86,1,0,0,3,0.3194947838783264,2.106360673904419
TrustMark P,6,30%,3,100,0.32,0.6799999999999999,0,0,0,-1,0.03231717273592949,0.47260206937789917
TrustMark P,6,30%,4,100,0.23,0.77,0,0,0,-1,0.26639705896377563,1.7194221019744873
TrustMark P,7,100%,0,100,0.0,1.0,1,1,1,1,-0.21385879814624786,11.240416526794434
TrustMark P,7,100%,1,100,0.0,1.0,1,1,1,1,-0.21385879814624786,11.240416526794434
TrustMark P,7,100%,2,100,0.0,1.0,1,1,1,1,-0.21385879814624786,11.240416526794434
TrustMark P,7,100%,3,100,0.0,1.0,1,1,1,1,-0.21385879814624786,11.240416526794434
TrustMark P,7,100%,4,100,0.0,1.0,1,1,1,1,-0.21385879814624786,11.240416526794434
TrustMark P,7,70%,0,100,0.0,1.0,1,1,1,1,-0.14006462693214417,8.20116901397705
TrustMark P,7,70%,1,100,0.0,1.0,1,1,1,1,0.020158853381872177,9.072159767150879
TrustMark P,7,70%,2,100,0.0,1.0,1,1,1,1,-0.014935817569494247,9.333334922790527
TrustMark P,7,70%,3,100,0.0,1.0,1,1,1,1,0.18223610520362854,8.388324737548828
TrustMark P,7,70%,4,100,0.01,0.99,1,1,1,1,0.07754015922546387,9.069119453430176
TrustMark P,7,50%,0,100,0.03,0.97,1,1,1,1,-0.23668354749679565,5.012276649475098
TrustMark P,7,50%,1,100,0.02,0.98,1,1,1,1,-0.015659699216485023,4.951987266540527
TrustMark P,7,50%,2,100,0.02,0.98,1,1,1,1,0.011425311677157879,4.983270168304443
TrustMark P,7,50%,3,100,0.05,0.95,1,1,1,1,0.2269255518913269,3.4292938709259033
TrustMark P,7,50%,4,100,0.05,0.95,1,1,1,1,-0.1702919453382492,5.845625400543213
TrustMark P,7,40%,0,100,0.08,0.92,0,0,0,-1,0.01610458455979824,3.9431984424591064
TrustMark P,7,40%,1,100,0.12,0.88,0,0,0,-1,0.30463171005249023,3.413332223892212
TrustMark P,7,40%,2,100,0.18,0.8200000000000001,0,0,0,-1,0.07839567959308624,0.9803487658500671
TrustMark P,7,40%,3,100,0.15,0.85,0,0,0,-1,0.09062614291906357,3.136420249938965
TrustMark P,7,40%,4,100,0.09,0.91,0,0,0,-1,0.030426228418946266,2.9325528144836426
TrustMark P,7,30%,0,100,0.39,0.61,0,0,0,-1,0.03901863098144531,0.5308982133865356
TrustMark P,7,30%,1,100,0.18,0.8200000000000001,0,0,0,-1,-0.2881757318973541,2.15293550491333
TrustMark P,7,30%,2,100,0.15,0.85,0,0,0,-1,-0.1881178319454193,2.3024487495422363
TrustMark P,7,30%,3,100,0.31,0.69,0,0,0,-1,0.06165574863553047,0.6899524927139282
TrustMark P,7,30%,4,100,0.23,0.77,0,0,0,-1,-0.23477722704410553,1.9968088865280151
TrustMark P,8,100%,0,100,0.0,1.0,1,1,1,1,2.6362051963806152,11.046224594116211
TrustMark P,8,100%,1,100,0.0,1.0,1,1,1,1,2.6362051963806152,11.046224594116211
TrustMark P,8,100%,2,100,0.0,1.0,1,1,1,1,2.6362051963806152,11.046224594116211
TrustMark P,8,100%,3,100,0.0,1.0,1,1,1,1,2.6362051963806152,11.046224594116211
TrustMark P,8,100%,4,100,0.0,1.0,1,1,1,1,2.6362051963806152,11.046224594116211
TrustMark P,8,70%,0,100,0.0,1.0,1,1,1,1,1.5446751117706299,8.030128479003906
TrustMark P,8,70%,1,100,0.0,1.0,1,1,1,1,1.8664898872375488,8.294337272644043
TrustMark P,8,70%,2,100,0.0,1.0,1,1,1,1,1.8382481336593628,9.039859771728516
TrustMark P,8,70%,3,100,0.0,1.0,1,1,1,1,1.6448074579238892,7.635309219360352
TrustMark P,8,70%,4,100,0.0,1.0,1,1,1,1,1.7411097288131714,8.516318321228027
TrustMark P,8,50%,0,100,0.05,0.95,1,1,1,1,0.7724601030349731,4.472976207733154
TrustMark P,8,50%,1,100,0.06,0.94,0,0,0,-1,0.6452587842941284,4.6239824295043945
TrustMark P,8,50%,2,100,0.08,0.92,0,0,0,-1,0.6309453248977661,4.636258602142334
TrustMark P,8,50%,3,100,0.06,0.94,0,0,0,-1,0.9061785340309143,4.827184200286865
TrustMark P,8,50%,4,100,0.08,0.92,0,0,0,-1,0.7290666699409485,4.715744495391846
TrustMark P,8,40%,0,100,0.12,0.88,0,0,0,-1,0.5379159450531006,3.3447039127349854
TrustMark P,8,40%,1,100,0.05,0.95,1,1,1,1,0.8083080053329468,3.3417117595672607
TrustMark P,8,40%,2,100,0.29,0.71,0,0,0,-1,0.1472773551940918,0.678092360496521
TrustMark P,8,40%,3,100,0.08,0.92,0,0,0,-1,0.7965680956840515,3.185114860534668
TrustMark P,8,40%,4,100,0.05,0.95,1,1,1,1,0.29793137311935425,3.636275291442871
TrustMark P,8,30%,0,100,0.31,0.69,0,0,0,-1,0.12511202692985535,0.4753296673297882
TrustMark P,8,30%,1,100,0.18,0.8200000000000001,0,0,0,-1,0.4001660943031311,2.406606674194336
TrustMark P,8,30%,2,100,0.14,0.86,0,0,0,-1,0.43421322107315063,2.4430761337280273
TrustMark P,8,30%,3,100,0.32,0.6799999999999999,0,0,0,-1,0.18070468306541443,0.6571776866912842
TrustMark P,8,30%,4,100,0.19,0.81,0,0,0,-1,0.4029695987701416,2.161661148071289
TrustMark P,9,100%,0,100,0.03,0.97,1,1,1,1,0.5935033559799194,4.623830795288086
TrustMark P,9,100%,1,100,0.03,0.97,1,1,1,1,0.5935033559799194,4.623830795288086
TrustMark P,9,100%,2,100,0.03,0.97,1,1,1,1,0.5935033559799194,4.623830795288086
TrustMark P,9,100%,3,100,0.03,0.97,1,1,1,1,0.5935033559799194,4.623830795288086
TrustMark P,9,100%,4,100,0.03,0.97,1,1,1,1,0.5935033559799194,4.623830795288086
TrustMark P,9,70%,0,100,0.12,0.88,0,0,0,-1,0.11077289283275604,3.1730518341064453
TrustMark P,9,70%,1,100,0.16,0.84,0,0,0,-1,0.059909388422966,2.227144718170166
TrustMark P,9,70%,2,100,0.13,0.87,0,0,0,-1,0.1645624190568924,2.5946035385131836
TrustMark P,9,70%,3,100,0.16,0.84,0,0,0,-1,0.05766316503286362,2.322996139526367
TrustMark P,9,70%,4,100,0.13,0.87,0,0,0,-1,0.19987256824970245,2.42294979095459
TrustMark P,9,50%,0,100,0.13,0.87,0,0,0,-1,0.2083904892206192,2.485572576522827
TrustMark P,9,50%,1,100,0.27,0.73,0,0,0,-1,0.05154038593173027,1.608740210533142
TrustMark P,9,50%,2,100,0.28,0.72,0,0,0,-1,0.030161643400788307,1.6476848125457764
TrustMark P,9,50%,3,100,0.28,0.72,0,0,0,-1,-0.014614428393542767,0.8545504808425903
TrustMark P,9,50%,4,100,0.22,0.78,0,0,0,-1,0.003603899385780096,1.5728633403778076
TrustMark P,9,40%,0,100,0.22,0.78,0,0,0,-1,-0.13016429543495178,1.3908218145370483
TrustMark P,9,40%,1,100,0.21,0.79,0,0,0,-1,0.04927363991737366,0.8057311177253723
TrustMark P,9,40%,2,100,0.34,0.6599999999999999,0,0,0,-1,0.003846081206575036,0.0839456096291542
TrustMark P,9,40%,3,100,0.2,0.8,0,0,0,-1,0.10893692821264267,1.4005181789398193
TrustMark P,9,40%,4,100,0.27,0.73,0,0,0,-1,-0.052751705050468445,0.9967923164367676
TrustMark P,9,30%,0,100,0.51,0.49,0,0,0,-1,0.00020829442655667663,0.03115302138030529
TrustMark P,9,30%,1,100,0.27,0.73,0,0,0,-1,0.055234793573617935,1.2276004552841187
TrustMark P,9,30%,2,100,0.19,0.81,0,0,0,-1,0.09101956337690353,1.038939356803894
TrustMark P,9,30%,3,100,0.52,0.48,0,0,0,-1,0.0031496104784309864,0.03566710650920868
TrustMark P,9,30%,4,100,0.27,0.73,0,0,0,-1,0.27296683192253113,1.3322513103485107
TrustMark P,10,100%,0,100,0.0,1.0,1,1,1,1,-0.2997075617313385,10.767178535461426
TrustMark P,10,100%,1,100,0.0,1.0,1,1,1,1,-0.2997075617313385,10.767178535461426
TrustMark P,10,100%,2,100,0.0,1.0,1,1,1,1,-0.2997075617313385,10.767178535461426
TrustMark P,10,100%,3,100,0.0,1.0,1,1,1,1,-0.2997075617313385,10.767178535461426
TrustMark P,10,100%,4,100,0.0,1.0,1,1,1,1,-0.2997075617313385,10.767178535461426
TrustMark P,10,70%,0,100,0.01,0.99,1,1,1,1,-0.05132923275232315,7.488135814666748
TrustMark P,10,70%,1,100,0.01,0.99,1,1,1,1,-0.30530795454978943,7.651676177978516
TrustMark P,10,70%,2,100,0.0,1.0,1,1,1,1,-0.41259318590164185,8.620051383972168
TrustMark P,10,70%,3,100,0.0,1.0,1,1,1,1,-0.48769432306289673,7.259562969207764
TrustMark P,10,70%,4,100,0.0,1.0,1,1,1,1,-0.3262932300567627,7.817202568054199
TrustMark P,10,50%,0,100,0.12,0.88,0,0,0,-1,0.06379721313714981,3.8663909435272217
TrustMark P,10,50%,1,100,0.09,0.91,0,0,0,-1,-0.2210768759250641,4.734626293182373
TrustMark P,10,50%,2,100,0.1,0.9,0,0,0,-1,-0.2509772777557373,4.586745738983154
TrustMark P,10,50%,3,100,0.09,0.91,0,0,0,-1,-0.5122707486152649,3.658036470413208
TrustMark P,10,50%,4,100,0.08,0.92,0,0,0,-1,0.2558010518550873,4.461298942565918
TrustMark P,10,40%,0,100,0.16,0.84,0,0,0,-1,-0.21836480498313904,2.892563581466675
TrustMark P,10,40%,1,100,0.16,0.84,0,0,0,-1,-0.08549037575721741,2.6336333751678467
TrustMark P,10,40%,2,100,0.24,0.76,0,0,0,-1,-0.046840619295835495,0.5284356474876404
TrustMark P,10,40%,3,100,0.2,0.8,0,0,0,-1,-0.24983078241348267,2.4712486267089844
TrustMark P,10,40%,4,100,0.11,0.89,0,0,0,-1,-0.3870183229446411,3.365281343460083
TrustMark P,10,30%,0,100,0.29,0.71,0,0,0,-1,-0.015804938971996307,0.461193323135376
TrustMark P,10,30%,1,100,0.25,0.75,0,0,0,-1,0.0010429095709696412,2.310840368270874
TrustMark P,10,30%,2,100,0.24,0.76,0,0,0,-1,-0.08618281036615372,1.4553452730178833
TrustMark P,10,30%,3,100,0.29,0.71,0,0,0,-1,0.027594782412052155,0.4629027247428894
TrustMark P,10,30%,4,100,0.25,0.75,0,0,0,-1,-0.10225982964038849,2.273287534713745
TrustMark P,11,100%,0,100,0.0,1.0,1,1,1,1,0.27473533153533936,10.862224578857422
TrustMark P,11,100%,1,100,0.0,1.0,1,1,1,1,0.27473533153533936,10.862224578857422
TrustMark P,11,100%,2,100,0.0,1.0,1,1,1,1,0.27473533153533936,10.862224578857422
TrustMark P,11,100%,3,100,0.0,1.0,1,1,1,1,0.27473533153533936,10.862224578857422
TrustMark P,11,100%,4,100,0.0,1.0,1,1,1,1,0.27473533153533936,10.862224578857422
TrustMark P,11,70%,0,100,0.01,0.99,1,1,1,1,0.06679392606019974,9.235547065734863
TrustMark P,11,70%,1,100,0.0,1.0,1,1,1,1,0.25151848793029785,9.965361595153809
TrustMark P,11,70%,2,100,0.0,1.0,1,1,1,1,0.06410334259271622,9.50587272644043
TrustMark P,11,70%,3,100,0.0,1.0,1,1,1,1,0.26704853773117065,9.501989364624023
TrustMark P,11,70%,4,100,0.0,1.0,1,1,1,1,0.21898017823696136,9.374115943908691
TrustMark P,11,50%,0,100,0.03,0.97,1,1,1,1,0.06550496071577072,6.662296772003174
TrustMark P,11,50%,1,100,0.04,0.96,1,1,1,1,0.29513537883758545,5.849222183227539
TrustMark P,11,50%,2,100,0.07,0.9299999999999999,0,0,0,-1,0.3440118432044983,5.609462738037109
TrustMark P,11,50%,3,100,0.1,0.9,0,0,0,-1,0.14217819273471832,4.075711727142334
TrustMark P,11,50%,4,100,0.05,0.95,1,1,1,1,0.23500186204910278,5.4139580726623535
TrustMark P,11,40%,0,100,0.09,0.91,0,0,0,-1,0.0569646880030632,5.127833366394043
TrustMark P,11,40%,1,100,0.11,0.89,0,0,0,-1,0.14925901591777802,4.735147953033447
TrustMark P,11,40%,2,100,0.23,0.77,0,0,0,-1,0.10284468531608582,0.6957010626792908
TrustMark P,11,40%,3,100,0.06,0.94,0,0,0,-1,0.4189956784248352,3.8096084594726562
TrustMark P,11,40%,4,100,0.13,0.87,0,0,0,-1,0.007597999647259712,3.763930320739746
TrustMark P,11,30%,0,100,0.33,0.6699999999999999,0,0,0,-1,0.0008908105082809925,0.5537532567977905
TrustMark P,11,30%,1,100,0.18,0.8200000000000001,0,0,0,-1,-0.03149779140949249,3.0000417232513428
TrustMark P,11,30%,2,100,0.12,0.88,0,0,0,-1,0.06736867129802704,2.655508518218994
