image_id,validation_index,source_filename,PSNR_base,PSNR_ours,local_PSNR_base,local_PSNR_ours,delta_local_PSNR,P95_base,P95_ours,delta_P95,Gini_base,Gini_ours,dense_P16S8_mean_improvement,patch_RGB_MSE_base_mean,patch_RGB_MSE_ours_mean,absolute_residual_energy_base,absolute_residual_energy_ours,roi_x,roi_y,roi_size,roi_mse_improvement,roi_texture_energy,roi32_improvement,roi40_improvement,roi48_improvement,roi64_improvement,ranking_grid,roi_search_grid,rank
0850,49,0850.png,36.609018793718974,36.67493658751104,34.80435548047309,34.97069724720657,0.16634176673348122,0.0003859671560348943,0.00036921579157933593,1.675136445555836e-05,0.166651679465204,0.1543294408303229,3.465206418695743e-06,0.00021832226775586605,0.0002150336222257465,0.011318661272525787,0.011285047978162766,28,52,32,2.376085649302695e-05,0.06237514317035675,2.376085649302695e-05,1.950564212165773e-05,1.5696316647032898e-05,1.035199238685891e-05,native32_nonoverlap,pixel residual map; stride4 candidates,31
0811,10,0811.png,37.33575342051164,37.386918215022874,36.52937674433336,36.69428408211331,0.16490733777995104,0.00022692797574563883,0.00022305471065919846,3.8732650864403695e-06,0.07766339350374078,0.0686472157296744,2.4853877675923286e-06,0.00018468205234967172,0.00018251902656629682,0.010707419365644455,0.0106626832857728,60,8,32,2.344804488529917e-05,0.04872868210077286,2.344804488529917e-05,1.72887125518173e-05,1.3954238966107368e-05,8.389642971451394e-06,native32_nonoverlap,pixel residual map; stride4 candidates,32
0815,14,0815.png,36.16625844674583,36.242454627064504,35.11041986624957,35.272558200370014,0.1621383341204421,0.00031125431996770203,0.000308114817016758,3.1395029509440064e-06,0.12086184698141669,0.11108206029792342,4.793392236024374e-06,0.0002417542418697849,0.00023754971334710717,0.01214670855551958,0.01206796895712614,40,40,32,3.93588088627439e-05,0.05366230010986328,3.93588088627439e-05,3.1049642711877826e-05,2.3937166487384173e-05,1.6979407519102097e-05,native32_nonoverlap,pixel residual map; stride4 candidates,33
0830,29,0830.png,37.09817172541462,37.212554657447924,36.497343990752846,36.65492737782439,0.15758338707154707,0.00022725669623469003,0.00022121197980595753,6.0447164287324995e-06,0.07980007389010836,0.07182844449845786,5.072144631412812e-06,0.00019506656099110842,0.0001899960043374449,0.010985096916556358,0.01085706241428852,8,44,32,1.8971137251355685e-05,0.07356411963701248,1.8971137251355685e-05,1.4371293364092708e-05,1.3680337967040638e-05,1.2080674423486926e-05,native32_nonoverlap,pixel residual map; stride4 candidates,34
0819,18,0819.png,36.22943279821711,36.315274528104695,35.21686423135438,35.37112737263758,0.1542631412832023,0.00031034064159030095,0.00030331359448609874,7.027047104202211e-06,0.09569818158586779,0.09131960917397372,4.605919002642622e-06,0.00023826304823160172,0.0002335997996851802,0.012023074552416801,0.011922067031264305,88,12,32,2.3995438823476434e-05,0.06064877286553383,2.3995438823476434e-05,1.806159969419241e-05,1.6970893031814034e-05,1.3452846360451076e-05,native32_nonoverlap,pixel residual map; stride4 candidates,35
0832,31,0832.png,36.62334462115727,36.71289416099515,35.80880626959455,35.961695325487845,0.15288905589329715,0.00027760703960666433,0.00026867332053370774,8.933719072956592e-06,0.09870215163611407,0.09155843375998207,4.773954515258083e-06,0.00021760331583209336,0.0002131623332388699,0.011480847373604774,0.011393924243748188,72,16,32,2.2600695956498384e-05,0.12768197059631348,2.2600695956498384e-05,2.215756569057703e-05,1.9400980414098336e-05,1.3993638276588172e-05,native32_nonoverlap,pixel residual map; stride4 candidates,36
0807,6,0807.png,34.23430638537467,34.3408695196069,32.50823314030947,32.657412865978515,0.14917972566904325,0.0005772015574621037,0.0005537814722629264,2.3420085199177265e-05,0.20374212062614525,0.19764435163542055,9.862246770353522e-06,0.00037719804095104337,0.00036805527633987367,0.014835529960691929,0.014687257818877697,56,60,32,3.0301960578071885e-05,0.022607892751693726,3.0301960578071885e-05,2.5773649103939532e-05,2.5665513627852004e-05,2.1627785827149637e-05,native32_nonoverlap,pixel residual map; stride4 candidates,37
0809,8,0809.png,35.991809739857445,36.133104588006695,34.911980018528205,35.06094436442232,0.14896434589411456,0.0003341555639053695,0.0003201655053999275,1.3990058505441993e-05,0.11558133218869197,0.11478966986761822,7.955711225804407e-06,0.0002516628010198474,0.0002436068607494235,0.012425597757101059,0.01223728246986866,40,28,32,3.233960160287097e-05,0.05799245089292526,3.233960160287097e-05,2.7477256953716278e-05,2.261383471907013e-05,1.7067051885533147e-05,native32_nonoverlap,pixel residual map; stride4 candidates,38
0831,30,0831.png,36.44711799249357,36.54168747440163,35.303065339115065,35.451805723375934,0.14874038426086855,0.00033190848625963554,0.0003199856655555777,1.1922820704057813e-05,0.11507892323968288,0.10738464734385737,5.172576038603438e-06,0.0002266148367198184,0.00022173345496412367,0.011676156893372536,0.01158207654953003,48,44,32,1.971294841496274e-05,0.04626263678073883,1.971294841496274e-05,1.9090382847934963e-05,1.653484165823708e-05,1.2745710591843817e-05,native32_nonoverlap,pixel residual map; stride4 candidates,39
0835,34,0835.png,36.78735719233934,36.84168550424724,35.284165035649565,35.41893462682333,0.13476959117376452,0.0003344814249430783,0.00032167434983421117,1.2807075108867139e-05,0.1495047062983735,0.1376367724069491,2.4643982214911375e-06,0.00020953865896444768,0.00020693383703473955,0.011207379400730133,0.01118078175932169,80,56,32,2.6603451260598376e-05,0.09606209397315979,2.6603451260598376e-05,2.0630552899092437e-05,1.5850560480935706e-05,1.0534344255574979e-05,native32_nonoverlap,pixel residual map; stride4 candidates,40
