run,split,group,incumbent_mse,candidate_mse,percent_change
seed17_crop_hard16_stride8_top10_global_oklab_g25,validation,darkest_quartile,0.00021811656188219786,0.00019748264458030462,-9.460041513508433
seed17_crop_hard16_stride8_top10_global_oklab_g25,validation,brightest_quartile,0.00023109740868676454,0.00021140290482435375,-8.52216559862219
seed17_crop_hard16_stride8_top10_global_oklab_g25,validation,lowest_gradient_quartile,0.0002128575142705813,0.00019313149095978588,-9.267243103158673
seed17_crop_hard16_stride8_top10_global_oklab_g25,validation,highest_gradient_quartile,0.0002427593426546082,0.00022181753593031317,-8.62657086450036
seed17_crop_hard16_stride8_top10_global_oklab_g12p5,validation,darkest_quartile,0.00021811656188219786,0.00020579244301188737,-5.650244421588946
seed17_crop_hard16_stride8_top10_global_oklab_g12p5,validation,brightest_quartile,0.00023109740868676454,0.00021934841061010957,-5.084002517994424
seed17_crop_hard16_stride8_top10_global_oklab_g12p5,validation,lowest_gradient_quartile,0.0002128575142705813,0.00020097313972655684,-5.583253466409099
seed17_crop_hard16_stride8_top10_global_oklab_g12p5,validation,highest_gradient_quartile,0.0002427593426546082,0.000230328572797589,-5.120614399877232
