comparison,method,epoch,grid,metric,value
trajectory,Hard stride8 Top10,5,32,p99,0.002300725621171296
trajectory,Hard stride8 Top10,10,16,patch_count,64
trajectory,Hard stride8 Top10,10,16,global_mse_mean,0.0010615019127726555
trajectory,Hard stride8 Top10,10,16,global_psnr,35.76139210248591
trajectory,Hard stride8 Top10,10,16,top10_mean,0.0015071802772581577
trajectory,Hard stride8 Top10,10,16,top10_psnr,34.238947889563846
trajectory,Hard stride8 Top10,10,16,top10_over_mean,1.397322654724121
trajectory,Hard stride8 Top10,10,16,p95_over_mean,1.3723112354681448
trajectory,Hard stride8 Top10,10,16,p99_over_mean,1.5005431618539304
trajectory,Hard stride8 Top10,10,16,max_over_mean,1.5560548305511475
trajectory,Hard stride8 Top10,10,16,cv,0.21771955490112305
trajectory,Hard stride8 Top10,10,16,gini,0.12060229146276132
trajectory,Hard stride8 Top10,10,16,top10_energy_share,0.15283218026161194
trajectory,Hard stride8 Top10,10,16,p50,0.0009783627465367317
trajectory,Hard stride8 Top10,10,16,p75,0.0011867720168083906
trajectory,Hard stride8 Top10,10,16,p90,0.0014931009267456828
trajectory,Hard stride8 Top10,10,16,p95,0.0017669668770395211
trajectory,Hard stride8 Top10,10,16,p99,0.0024611022672615893
trajectory,Hard stride8 Top10,10,32,patch_count,16
trajectory,Hard stride8 Top10,10,32,global_mse_mean,0.0010615019127726555
trajectory,Hard stride8 Top10,10,32,global_psnr,35.76139210248591
trajectory,Hard stride8 Top10,10,32,top10_mean,0.0013537490740418434
trajectory,Hard stride8 Top10,10,32,top10_psnr,34.70521818749917
trajectory,Hard stride8 Top10,10,32,top10_over_mean,1.2626739740371704
trajectory,Hard stride8 Top10,10,32,p95_over_mean,1.235810461235333
trajectory,Hard stride8 Top10,10,32,p99_over_mean,1.3002828700000635
trajectory,Hard stride8 Top10,10,32,max_over_mean,1.3164008855819702
trajectory,Hard stride8 Top10,10,32,cv,0.15526290237903595
trajectory,Hard stride8 Top10,10,32,gini,0.08482930784326698
trajectory,Hard stride8 Top10,10,32,top10_energy_share,0.1578342467546463
trajectory,Hard stride8 Top10,10,32,p50,0.000974293943727389
trajectory,Hard stride8 Top10,10,32,p75,0.001175641780719161
trajectory,Hard stride8 Top10,10,32,p90,0.0014696266851387918
trajectory,Hard stride8 Top10,10,32,p95,0.001709326216951012
trajectory,Hard stride8 Top10,10,32,p99,0.0021764014731161297
trajectory,Hard stride8 Top10,15,16,patch_count,64
trajectory,Hard stride8 Top10,15,16,global_mse_mean,0.0010617198422551155
trajectory,Hard stride8 Top10,15,16,global_psnr,35.760500574582295
trajectory,Hard stride8 Top10,15,16,top10_mean,0.0015162581112235785
trajectory,Hard stride8 Top10,15,16,top10_psnr,34.212868541885555
trajectory,Hard stride8 Top10,15,16,top10_over_mean,1.4052947759628296
trajectory,Hard stride8 Top10,15,16,p95_over_mean,1.3794107031996998
trajectory,Hard stride8 Top10,15,16,p99_over_mean,1.5121566443328818
trajectory,Hard stride8 Top10,15,16,max_over_mean,1.566550612449646
trajectory,Hard stride8 Top10,15,16,cv,0.22121816873550415
trajectory,Hard stride8 Top10,15,16,gini,0.1222339340451621
trajectory,Hard stride8 Top10,15,16,top10_energy_share,0.15370410680770874
trajectory,Hard stride8 Top10,15,16,p50,0.0009627967083361
trajectory,Hard stride8 Top10,15,16,p75,0.0011881942045874894
trajectory,Hard stride8 Top10,15,16,p90,0.0015629250905476503
trajectory,Hard stride8 Top10,15,16,p95,0.0018905494944192467
trajectory,Hard stride8 Top10,15,16,p99,0.0025466111931018473
trajectory,Hard stride8 Top10,15,32,patch_count,16
trajectory,Hard stride8 Top10,15,32,global_mse_mean,0.0010617198422551155
trajectory,Hard stride8 Top10,15,32,global_psnr,35.760500574582295
trajectory,Hard stride8 Top10,15,32,top10_mean,0.0013658618554472923
trajectory,Hard stride8 Top10,15,32,top10_psnr,34.666532147136635
trajectory,Hard stride8 Top10,15,32,top10_over_mean,1.2716175317764282
trajectory,Hard stride8 Top10,15,32,p95_over_mean,1.246471625034499
trajectory,Hard stride8 Top10,15,32,p99_over_mean,1.3068218274805656
trajectory,Hard stride8 Top10,15,32,max_over_mean,1.3219093084335327
trajectory,Hard stride8 Top10,15,32,cv,0.1597316563129425
trajectory,Hard stride8 Top10,15,32,gini,0.0875460563773447
trajectory,Hard stride8 Top10,15,32,top10_energy_share,0.15895219147205353
trajectory,Hard stride8 Top10,15,32,p50,0.0009523909538984299
trajectory,Hard stride8 Top10,15,32,p75,0.0011976275127381086
trajectory,Hard stride8 Top10,15,32,p90,0.0015196104068309069
trajectory,Hard stride8 Top10,15,32,p95,0.0018415864498820154
trajectory,Hard stride8 Top10,15,32,p99,0.0022023595450446003
trajectory,Hard stride8 Top10,20,16,patch_count,64
trajectory,Hard stride8 Top10,20,16,global_mse_mean,0.0009148378157988191
trajectory,Hard stride8 Top10,20,16,global_psnr,36.40715882995661
trajectory,Hard stride8 Top10,20,16,top10_mean,0.0013081873767077923
trajectory,Hard stride8 Top10,20,16,top10_psnr,34.85390037215856
trajectory,Hard stride8 Top10,20,16,top10_over_mean,1.401869535446167
trajectory,Hard stride8 Top10,20,16,p95_over_mean,1.374263971647688
trajectory,Hard stride8 Top10,20,16,p99_over_mean,1.5077855060594527
trajectory,Hard stride8 Top10,20,16,max_over_mean,1.5596444606781006
trajectory,Hard stride8 Top10,20,16,cv,0.21894559264183044
trajectory,Hard stride8 Top10,20,16,gini,0.12098732517695192
trajectory,Hard stride8 Top10,20,16,top10_energy_share,0.15332946181297302
trajectory,Hard stride8 Top10,20,16,p50,0.0008334498852491379
trajectory,Hard stride8 Top10,20,16,p75,0.0010042214998975396
trajectory,Hard stride8 Top10,20,16,p90,0.0012989550363272427
trajectory,Hard stride8 Top10,20,16,p95,0.0015726744895800948
trajectory,Hard stride8 Top10,20,16,p99,0.002221392823848873
trajectory,Hard stride8 Top10,20,32,patch_count,16
trajectory,Hard stride8 Top10,20,32,global_mse_mean,0.0009148378157988191
trajectory,Hard stride8 Top10,20,32,global_psnr,36.40715882995661
trajectory,Hard stride8 Top10,20,32,top10_mean,0.0011734432773664594
trajectory,Hard stride8 Top10,20,32,top10_psnr,35.32597890083706
trajectory,Hard stride8 Top10,20,32,top10_over_mean,1.2674072980880737
trajectory,Hard stride8 Top10,20,32,p95_over_mean,1.2397694867158982
trajectory,Hard stride8 Top10,20,32,p99_over_mean,1.3061002709644
trajectory,Hard stride8 Top10,20,32,max_over_mean,1.3226829767227173
trajectory,Hard stride8 Top10,20,32,cv,0.1568867564201355
trajectory,Hard stride8 Top10,20,32,gini,0.08552358332631686
trajectory,Hard stride8 Top10,20,32,top10_energy_share,0.15842591226100922
trajectory,Hard stride8 Top10,20,32,p50,0.0008290755795314908
trajectory,Hard stride8 Top10,20,32,p75,0.0010099824867211282
trajectory,Hard stride8 Top10,20,32,p90,0.0013007374713197351
trajectory,Hard stride8 Top10,20,32,p95,0.0015222076384816317
trajectory,Hard stride8 Top10,20,32,p99,0.001949184889672324
final,Hard stride8 Top10,20,32,lpips_mean,0.0005987959448248148
final,Hard stride8 Top10,20,32,lpips_median,0.0004863088543061167
final,Hard stride8 Top10,20,32,lpips_top10_mean,0.0013562452513724566
final,Hard stride8 Top10,20,32,lpips_p90,0.0010889442986808718
final,Hard stride8 Top10,20,32,lpips_p95,0.001474758709082379
final,Hard stride8 Top10,20,32,lpips_max_mean,0.0015436169924214482
final,Hard stride8 Top10,20,32,lpips_tail_gap,0.0008699364261701703
final,Hard stride8 Top10,20,32,ssim_mean,0.9519391655921936
final,Hard stride8 Top10,20,32,ssim_median,0.9540388584136963
final,Hard stride8 Top10,20,32,ssim_bottom10_mean,0.9200698137283325
final,Hard stride8 Top10,20,32,ssim_p10,0.901307475566864
final,Hard stride8 Top10,20,32,ssim_min_mean,0.9157361388206482
final,Hard stride8 Top10,20,32,ssim_tail_gap,0.03396902233362198
trajectory,Gradient-aware Top10 alpha2,1,16,patch_count,64
trajectory,Gradient-aware Top10 alpha2,1,16,global_mse_mean,0.0012942733010277152
trajectory,Gradient-aware Top10 alpha2,1,16,global_psnr,34.90033998924471
trajectory,Gradient-aware Top10 alpha2,1,16,top10_mean,0.0017998036928474903
trajectory,Gradient-aware Top10 alpha2,1,16,top10_psnr,33.46834852759308
trajectory,Gradient-aware Top10 alpha2,1,16,top10_over_mean,1.371718168258667
trajectory,Gradient-aware Top10 alpha2,1,16,p95_over_mean,1.3496786339196103
trajectory,Gradient-aware Top10 alpha2,1,16,p99_over_mean,1.4689332191901454
trajectory,Gradient-aware Top10 alpha2,1,16,max_over_mean,1.5213570594787598
trajectory,Gradient-aware Top10 alpha2,1,16,cv,0.2069125920534134
trajectory,Gradient-aware Top10 alpha2,1,16,gini,0.11505150774761613
trajectory,Gradient-aware Top10 alpha2,1,16,top10_energy_share,0.15003164112567902
trajectory,Gradient-aware Top10 alpha2,1,16,p50,0.0012033918173983693
trajectory,Gradient-aware Top10 alpha2,1,16,p75,0.0014505410508718342
trajectory,Gradient-aware Top10 alpha2,1,16,p90,0.0018030777922831474
trajectory,Gradient-aware Top10 alpha2,1,16,p95,0.0020812110975384703
trajectory,Gradient-aware Top10 alpha2,1,16,p99,0.00280985435238108
trajectory,Gradient-aware Top10 alpha2,1,32,patch_count,16
trajectory,Gradient-aware Top10 alpha2,1,32,global_mse_mean,0.0012942733010277152
trajectory,Gradient-aware Top10 alpha2,1,32,global_psnr,34.90033998924471
trajectory,Gradient-aware Top10 alpha2,1,32,top10_mean,0.0016265454469248652
trajectory,Gradient-aware Top10 alpha2,1,32,top10_psnr,33.90793789020297
trajectory,Gradient-aware Top10 alpha2,1,32,top10_over_mean,1.2457236051559448
trajectory,Gradient-aware Top10 alpha2,1,32,p95_over_mean,1.2184277622787827
trajectory,Gradient-aware Top10 alpha2,1,32,p99_over_mean,1.2839377133279155
trajectory,Gradient-aware Top10 alpha2,1,32,max_over_mean,1.300315260887146
trajectory,Gradient-aware Top10 alpha2,1,32,cv,0.14681017398834229
trajectory,Gradient-aware Top10 alpha2,1,32,gini,0.08018372194163673
trajectory,Gradient-aware Top10 alpha2,1,32,top10_energy_share,0.1557154506444931
trajectory,Gradient-aware Top10 alpha2,1,32,p50,0.0011911647161468863
trajectory,Gradient-aware Top10 alpha2,1,32,p75,0.001428843941539526
trajectory,Gradient-aware Top10 alpha2,1,32,p90,0.001773007877636701
trajectory,Gradient-aware Top10 alpha2,1,32,p95,0.0020274500013329087
trajectory,Gradient-aware Top10 alpha2,1,32,p99,0.0024843865795992313
trajectory,Gradient-aware Top10 alpha2,5,16,patch_count,64
trajectory,Gradient-aware Top10 alpha2,5,16,global_mse_mean,0.0011834623292088509
trajectory,Gradient-aware Top10 alpha2,5,16,global_psnr,35.289055528711444
trajectory,Gradient-aware Top10 alpha2,5,16,top10_mean,0.0016806196654215455
trajectory,Gradient-aware Top10 alpha2,5,16,top10_psnr,33.76590550284446
trajectory,Gradient-aware Top10 alpha2,5,16,top10_over_mean,1.3986058235168457
trajectory,Gradient-aware Top10 alpha2,5,16,p95_over_mean,1.3760366168012956
trajectory,Gradient-aware Top10 alpha2,5,16,p99_over_mean,1.5018713068410323
trajectory,Gradient-aware Top10 alpha2,5,16,max_over_mean,1.5565392971038818
trajectory,Gradient-aware Top10 alpha2,5,16,cv,0.21928270161151886
trajectory,Gradient-aware Top10 alpha2,5,16,gini,0.12166920703822315
trajectory,Gradient-aware Top10 alpha2,5,16,top10_energy_share,0.1529725193977356
trajectory,Gradient-aware Top10 alpha2,5,16,p50,0.0010925600654445589
trajectory,Gradient-aware Top10 alpha2,5,16,p75,0.0013300899299792945
trajectory,Gradient-aware Top10 alpha2,5,16,p90,0.0016689716838300228
trajectory,Gradient-aware Top10 alpha2,5,16,p95,0.001944494759663939
trajectory,Gradient-aware Top10 alpha2,5,16,p99,0.0027252114820294055
trajectory,Gradient-aware Top10 alpha2,5,32,patch_count,16
trajectory,Gradient-aware Top10 alpha2,5,32,global_mse_mean,0.0011834623292088509
trajectory,Gradient-aware Top10 alpha2,5,32,global_psnr,35.289055528711444
trajectory,Gradient-aware Top10 alpha2,5,32,top10_mean,0.0015098622534424067
trajectory,Gradient-aware Top10 alpha2,5,32,top10_psnr,34.23122663437855
trajectory,Gradient-aware Top10 alpha2,5,32,top10_over_mean,1.2635351419448853
trajectory,Gradient-aware Top10 alpha2,5,32,p95_over_mean,1.2349828506196598
trajectory,Gradient-aware Top10 alpha2,5,32,p99_over_mean,1.3035082165808602
trajectory,Gradient-aware Top10 alpha2,5,32,max_over_mean,1.3206396102905273
trajectory,Gradient-aware Top10 alpha2,5,32,cv,0.15597985684871674
trajectory,Gradient-aware Top10 alpha2,5,32,gini,0.08524954149139624
trajectory,Gradient-aware Top10 alpha2,5,32,top10_energy_share,0.15794189274311066
trajectory,Gradient-aware Top10 alpha2,5,32,p50,0.0010839950991794467
trajectory,Gradient-aware Top10 alpha2,5,32,p75,0.001314633700530976
trajectory,Gradient-aware Top10 alpha2,5,32,p90,0.0016419945401139559
trajectory,Gradient-aware Top10 alpha2,5,32,p95,0.0018645425385329858
trajectory,Gradient-aware Top10 alpha2,5,32,p99,0.002327538295648992
trajectory,Gradient-aware Top10 alpha2,10,16,patch_count,64
trajectory,Gradient-aware Top10 alpha2,10,16,global_mse_mean,0.001075427862815559
trajectory,Gradient-aware Top10 alpha2,10,16,global_psnr,35.704787070850486
trajectory,Gradient-aware Top10 alpha2,10,16,top10_mean,0.0015281253727152944
trajectory,Gradient-aware Top10 alpha2,10,16,top10_psnr,34.17901004598244
trajectory,Gradient-aware Top10 alpha2,10,16,top10_over_mean,1.3980125188827515
trajectory,Gradient-aware Top10 alpha2,10,16,p95_over_mean,1.3762665736592232
trajectory,Gradient-aware Top10 alpha2,10,16,p99_over_mean,1.5010757352813118
trajectory,Gradient-aware Top10 alpha2,10,16,max_over_mean,1.5550352334976196
trajectory,Gradient-aware Top10 alpha2,10,16,cv,0.21950703859329224
trajectory,Gradient-aware Top10 alpha2,10,16,gini,0.1217231136647694
trajectory,Gradient-aware Top10 alpha2,10,16,top10_energy_share,0.1529076099395752
trajectory,Gradient-aware Top10 alpha2,10,16,p50,0.0009912416571751237
trajectory,Gradient-aware Top10 alpha2,10,16,p75,0.0012001722934655845
trajectory,Gradient-aware Top10 alpha2,10,16,p90,0.0015197488130070267
trajectory,Gradient-aware Top10 alpha2,10,16,p95,0.0018003617995418606
trajectory,Gradient-aware Top10 alpha2,10,16,p99,0.002497018033172933
trajectory,Gradient-aware Top10 alpha2,10,32,patch_count,16
trajectory,Gradient-aware Top10 alpha2,10,32,global_mse_mean,0.001075427862815559
trajectory,Gradient-aware Top10 alpha2,10,32,global_psnr,35.704787070850486
trajectory,Gradient-aware Top10 alpha2,10,32,top10_mean,0.0013746422482654452
trajectory,Gradient-aware Top10 alpha2,10,32,top10_psnr,34.63870303939853
trajectory,Gradient-aware Top10 alpha2,10,32,top10_over_mean,1.2655037641525269
trajectory,Gradient-aware Top10 alpha2,10,32,p95_over_mean,1.2379061096547253
trajectory,Gradient-aware Top10 alpha2,10,32,p99_over_mean,1.3041403701259693
trajectory,Gradient-aware Top10 alpha2,10,32,max_over_mean,1.3206989765167236
trajectory,Gradient-aware Top10 alpha2,10,32,cv,0.15707416832447052
trajectory,Gradient-aware Top10 alpha2,10,32,gini,0.08578135533407943
trajectory,Gradient-aware Top10 alpha2,10,32,top10_energy_share,0.15818797051906586
trajectory,Gradient-aware Top10 alpha2,10,32,p50,0.0009823128348216414
trajectory,Gradient-aware Top10 alpha2,10,32,p75,0.0011796003382187337
trajectory,Gradient-aware Top10 alpha2,10,32,p90,0.0014940241002477709
trajectory,Gradient-aware Top10 alpha2,10,32,p95,0.0017322595580480991
trajectory,Gradient-aware Top10 alpha2,10,32,p99,0.002188138794153929
trajectory,Gradient-aware Top10 alpha2,15,16,patch_count,64
trajectory,Gradient-aware Top10 alpha2,15,16,global_mse_mean,0.0010970768053084612
trajectory,Gradient-aware Top10 alpha2,15,16,global_psnr,35.618229581434036
trajectory,Gradient-aware Top10 alpha2,15,16,top10_mean,0.0015756258508190513
trajectory,Gradient-aware Top10 alpha2,15,16,top10_psnr,34.046068937935694
trajectory,Gradient-aware Top10 alpha2,15,16,top10_over_mean,1.4133485555648804
trajectory,Gradient-aware Top10 alpha2,15,16,p95_over_mean,1.3869358477582687
trajectory,Gradient-aware Top10 alpha2,15,16,p99_over_mean,1.5196661982597717
trajectory,Gradient-aware Top10 alpha2,15,16,max_over_mean,1.5728578567504883
trajectory,Gradient-aware Top10 alpha2,15,16,cv,0.22645816206932068
trajectory,Gradient-aware Top10 alpha2,15,16,gini,0.12529515728107746
trajectory,Gradient-aware Top10 alpha2,15,16,top10_energy_share,0.15458498895168304
trajectory,Gradient-aware Top10 alpha2,15,16,p50,0.0009946079226210713
trajectory,Gradient-aware Top10 alpha2,15,16,p75,0.001227630884386599
trajectory,Gradient-aware Top10 alpha2,15,16,p90,0.001625054166652262
trajectory,Gradient-aware Top10 alpha2,15,16,p95,0.0019511670048814264
trajectory,Gradient-aware Top10 alpha2,15,16,p99,0.0026491343881934848
trajectory,Gradient-aware Top10 alpha2,15,32,patch_count,16
trajectory,Gradient-aware Top10 alpha2,15,32,global_mse_mean,0.0010970768053084612
trajectory,Gradient-aware Top10 alpha2,15,32,global_psnr,35.618229581434036
trajectory,Gradient-aware Top10 alpha2,15,32,top10_mean,0.0014195010298863053
trajectory,Gradient-aware Top10 alpha2,15,32,top10_psnr,34.49924279373605
trajectory,Gradient-aware Top10 alpha2,15,32,top10_over_mean,1.2795861959457397
trajectory,Gradient-aware Top10 alpha2,15,32,p95_over_mean,1.2548898143722231
trajectory,Gradient-aware Top10 alpha2,15,32,p99_over_mean,1.3141611982853476
trajectory,Gradient-aware Top10 alpha2,15,32,max_over_mean,1.3289791345596313
trajectory,Gradient-aware Top10 alpha2,15,32,cv,0.16385675966739655
trajectory,Gradient-aware Top10 alpha2,15,32,gini,0.08990676476052545
trajectory,Gradient-aware Top10 alpha2,15,32,top10_energy_share,0.15994827449321747
trajectory,Gradient-aware Top10 alpha2,15,32,p50,0.0009862463921308517
trajectory,Gradient-aware Top10 alpha2,15,32,p75,0.0012396998063195497
trajectory,Gradient-aware Top10 alpha2,15,32,p90,0.0015664876671507956
trajectory,Gradient-aware Top10 alpha2,15,32,p95,0.001915615430334583
trajectory,Gradient-aware Top10 alpha2,15,32,p99,0.0022839167434722182
trajectory,Gradient-aware Top10 alpha2,20,16,patch_count,64
trajectory,Gradient-aware Top10 alpha2,20,16,global_mse_mean,0.0009383237338624895
trajectory,Gradient-aware Top10 alpha2,20,16,global_psnr,36.29707289864035
trajectory,Gradient-aware Top10 alpha2,20,16,top10_mean,0.0013485098024830222
trajectory,Gradient-aware Top10 alpha2,20,16,top10_psnr,34.72205883587764
trajectory,Gradient-aware Top10 alpha2,20,16,top10_over_mean,1.409544825553894
trajectory,Gradient-aware Top10 alpha2,20,16,p95_over_mean,1.381357949839765
trajectory,Gradient-aware Top10 alpha2,20,16,p99_over_mean,1.5202095092245052
trajectory,Gradient-aware Top10 alpha2,20,16,max_over_mean,1.5745617151260376
trajectory,Gradient-aware Top10 alpha2,20,16,cv,0.22362014651298523
trajectory,Gradient-aware Top10 alpha2,20,16,gini,0.12356090451426402
trajectory,Gradient-aware Top10 alpha2,20,16,top10_energy_share,0.154168963432312
trajectory,Gradient-aware Top10 alpha2,20,16,p50,0.0008546385215595365
trajectory,Gradient-aware Top10 alpha2,20,16,p75,0.0010309879726264626
trajectory,Gradient-aware Top10 alpha2,20,16,p90,0.0013428897131234408
trajectory,Gradient-aware Top10 alpha2,20,16,p95,0.0016333039384335277
trajectory,Gradient-aware Top10 alpha2,20,16,p99,0.0023162688408046956
trajectory,Gradient-aware Top10 alpha2,20,32,patch_count,16
trajectory,Gradient-aware Top10 alpha2,20,32,global_mse_mean,0.0009383237338624895
trajectory,Gradient-aware Top10 alpha2,20,32,global_psnr,36.29707289864035
trajectory,Gradient-aware Top10 alpha2,20,32,top10_mean,0.001210283488035202
trajectory,Gradient-aware Top10 alpha2,20,32,top10_psnr,35.19172883103085
trajectory,Gradient-aware Top10 alpha2,20,32,top10_over_mean,1.2748456001281738
trajectory,Gradient-aware Top10 alpha2,20,32,p95_over_mean,1.2466736192576569
trajectory,Gradient-aware Top10 alpha2,20,32,p99_over_mean,1.3142865456337056
trajectory,Gradient-aware Top10 alpha2,20,32,max_over_mean,1.331189751625061
trajectory,Gradient-aware Top10 alpha2,20,32,cv,0.1610257774591446
trajectory,Gradient-aware Top10 alpha2,20,32,gini,0.0878214301588583
trajectory,Gradient-aware Top10 alpha2,20,32,top10_energy_share,0.15935570001602173
trajectory,Gradient-aware Top10 alpha2,20,32,p50,0.0008466319122817367
trajectory,Gradient-aware Top10 alpha2,20,32,p75,0.001030461280606687
trajectory,Gradient-aware Top10 alpha2,20,32,p90,0.001342914835549891
trajectory,Gradient-aware Top10 alpha2,20,32,p95,0.0015636171272490162
trajectory,Gradient-aware Top10 alpha2,20,32,p99,0.002009143489412963
final,Gradient-aware Top10 alpha2,20,32,lpips_mean,0.0005574126844294369
final,Gradient-aware Top10 alpha2,20,32,lpips_median,0.000466005178168416
final,Gradient-aware Top10 alpha2,20,32,lpips_top10_mean,0.0012050828663632274
final,Gradient-aware Top10 alpha2,20,32,lpips_p90,0.0009993460844270885
final,Gradient-aware Top10 alpha2,20,32,lpips_p95,0.0013741931936237953
final,Gradient-aware Top10 alpha2,20,32,lpips_max_mean,0.0013644486898556352
final,Gradient-aware Top10 alpha2,20,32,lpips_tail_gap,0.0007390778628177941
final,Gradient-aware Top10 alpha2,20,32,ssim_mean,0.9515812397003174
final,Gradient-aware Top10 alpha2,20,32,ssim_median,0.953582763671875
final,Gradient-aware Top10 alpha2,20,32,ssim_bottom10_mean,0.9201323986053467
final,Gradient-aware Top10 alpha2,20,32,ssim_p10,0.9022392690181732
final,Gradient-aware Top10 alpha2,20,32,ssim_min_mean,0.9157136678695679
final,Gradient-aware Top10 alpha2,20,32,ssim_tail_gap,0.033450208604335785
matched_psnr,Global continuation,1,16,global_psnr,34.8787616249097
matched_psnr,Global continuation,1,16,top10_psnr,33.44931640893722
matched_psnr,Global continuation,1,16,top10_over_mean,1.3709890842437744
matched_psnr,Global continuation,1,16,p95_over_mean,1.3493584386885837
matched_psnr,Global continuation,1,16,p99_over_mean,1.4684996770881127
matched_psnr,Global continuation,1,16,max_over_mean,1.5202370882034302
matched_psnr,Global continuation,1,16,cv,0.20630761981010437
matched_psnr,Global continuation,1,16,gini,0.11472257029471128
matched_psnr,Global continuation,1,16,top10_energy_share,0.14995191991329193
matched_psnr,Global continuation,1,32,global_psnr,34.8787616249097
matched_psnr,Global continuation,1,32,top10_psnr,33.89276248540577
matched_psnr,Global continuation,1,32,top10_over_mean,1.2438452243804932
matched_psnr,Global continuation,1,32,p95_over_mean,1.2165865644806226
matched_psnr,Global continuation,1,32,p99_over_mean,1.282007295346545
matched_psnr,Global continuation,1,32,max_over_mean,1.2983626127243042
matched_psnr,Global continuation,1,32,cv,0.14618414640426636
matched_psnr,Global continuation,1,32,gini,0.07985542948456018
matched_psnr,Global continuation,1,32,top10_energy_share,0.15548065304756165
matched_psnr,Candidate Hard stride8 Top25,1,16,global_psnr,34.886678810731816
matched_psnr,Candidate Hard stride8 Top25,1,16,top10_psnr,33.46654348538982
matched_psnr,Candidate Hard stride8 Top25,1,16,top10_over_mean,1.3679776191711426
matched_psnr,Candidate Hard stride8 Top25,1,16,p95_over_mean,1.3465329827284251
matched_psnr,Candidate Hard stride8 Top25,1,16,p99_over_mean,1.4649338571792856
matched_psnr,Candidate Hard stride8 Top25,1,16,max_over_mean,1.5163038969039917
matched_psnr,Candidate Hard stride8 Top25,1,16,cv,0.2048216313123703
matched_psnr,Candidate Hard stride8 Top25,1,16,gini,0.11387873188308761
matched_psnr,Candidate Hard stride8 Top25,1,16,top10_energy_share,0.14962252974510193
matched_psnr,Candidate Hard stride8 Top25,1,32,global_psnr,34.886678810731816
matched_psnr,Candidate Hard stride8 Top25,1,32,top10_psnr,33.90714937641282
matched_psnr,Candidate Hard stride8 Top25,1,32,top10_over_mean,1.2419466972351074
matched_psnr,Candidate Hard stride8 Top25,1,32,p95_over_mean,1.2149008607460308
matched_psnr,Candidate Hard stride8 Top25,1,32,p99_over_mean,1.2798110019474278
matched_psnr,Candidate Hard stride8 Top25,1,32,max_over_mean,1.2960385084152222
matched_psnr,Candidate Hard stride8 Top25,1,32,cv,0.14493471384048462
matched_psnr,Candidate Hard stride8 Top25,1,32,gini,0.07913834156954919
matched_psnr,Candidate Hard stride8 Top25,1,32,top10_energy_share,0.15524333715438843
matched_psnr,Global continuation,1,16,global_psnr,34.8787616249097
matched_psnr,Global continuation,1,16,top10_psnr,33.44931640893722
matched_psnr,Global continuation,1,16,top10_over_mean,1.3709890842437744
matched_psnr,Global continuation,1,16,p95_over_mean,1.3493584386885837
matched_psnr,Global continuation,1,16,p99_over_mean,1.4684996770881127
matched_psnr,Global continuation,1,16,max_over_mean,1.5202370882034302
matched_psnr,Global continuation,1,16,cv,0.20630761981010437
matched_psnr,Global continuation,1,16,gini,0.11472257029471128
matched_psnr,Global continuation,1,16,top10_energy_share,0.14995191991329193
matched_psnr,Global continuation,1,32,global_psnr,34.8787616249097
matched_psnr,Global continuation,1,32,top10_psnr,33.89276248540577
matched_psnr,Global continuation,1,32,top10_over_mean,1.2438452243804932
matched_psnr,Global continuation,1,32,p95_over_mean,1.2165865644806226
matched_psnr,Global continuation,1,32,p99_over_mean,1.282007295346545
matched_psnr,Global continuation,1,32,max_over_mean,1.2983626127243042
matched_psnr,Global continuation,1,32,cv,0.14618414640426636
matched_psnr,Global continuation,1,32,gini,0.07985542948456018
matched_psnr,Global continuation,1,32,top10_energy_share,0.15548065304756165
matched_psnr,Candidate Hard stride8 Top10,1,16,global_psnr,34.88115743342655
matched_psnr,Candidate Hard stride8 Top10,1,16,top10_psnr,33.46851033555572
matched_psnr,Candidate Hard stride8 Top10,1,16,top10_over_mean,1.3657472133636475
matched_psnr,Candidate Hard stride8 Top10,1,16,p95_over_mean,1.344510348746279
matched_psnr,Candidate Hard stride8 Top10,1,16,p99_over_mean,1.462113921697492
matched_psnr,Candidate Hard stride8 Top10,1,16,max_over_mean,1.5138118267059326
matched_psnr,Candidate Hard stride8 Top10,1,16,cv,0.203801229596138
matched_psnr,Candidate Hard stride8 Top10,1,16,gini,0.1133206498963889
matched_psnr,Candidate Hard stride8 Top10,1,16,top10_energy_share,0.14937859773635864
matched_psnr,Candidate Hard stride8 Top10,1,32,global_psnr,34.88115743342655
matched_psnr,Candidate Hard stride8 Top10,1,32,top10_psnr,33.906959495584815
matched_psnr,Candidate Hard stride8 Top10,1,32,top10_over_mean,1.2404705286026
matched_psnr,Candidate Hard stride8 Top10,1,32,p95_over_mean,1.2135757987539235
matched_psnr,Candidate Hard stride8 Top10,1,32,p99_over_mean,1.2781232273606462
matched_psnr,Candidate Hard stride8 Top10,1,32,max_over_mean,1.2942601442337036
matched_psnr,Candidate Hard stride8 Top10,1,32,cv,0.14416168630123138
matched_psnr,Candidate Hard stride8 Top10,1,32,gini,0.07871533091568095
matched_psnr,Candidate Hard stride8 Top10,1,32,top10_energy_share,0.155058816075325
matched_psnr,Global continuation,5,16,global_psnr,35.276964854695244
matched_psnr,Global continuation,5,16,top10_psnr,33.727687306817835
matched_psnr,Global continuation,5,16,top10_over_mean,1.406528353691101
matched_psnr,Global continuation,5,16,p95_over_mean,1.3846470402641113
matched_psnr,Global continuation,5,16,p99_over_mean,1.513821646424328
matched_psnr,Global continuation,5,16,max_over_mean,1.5683887004852295
