method,global_mse,global_psnr,global_ssim,global_ms_ssim,global_dists,global_gmsd,full_lpips,patch_ssim_mean,patch_ssim_median,patch_ssim_p10,patch_ssim_bottom10_mean,patch_ssim_min,ssim_tail_gap,patch_lpips_top10_mean,patch_lpips_max,patch_mse_top25,patch_mse_p95,top25_local_psnr,gini,cv,top10_over_mean,top10_energy_share,global_ciede2000_mean,patch_ciede2000_mean,patch_ciede2000_p95,top10_patch_ciede2000,max_patch_ciede2000,mean_signed_delta_a,mean_signed_delta_b,Identity_accuracy,Identity_ber,RealJPEG50_accuracy,RealJPEG50_ber,RealJPEG30_accuracy,RealJPEG30_ber
JPEG Global,0.0002914710107143037,35.460434098272295,0.9412627232074737,0.9792025303840637,nan,nan,0.0027855508285574617,0.9344933867454529,0.9375336122512817,0.8968625003099442,0.8850633609294891,0.878995168209076,0.0524702513217926,0.0016243379330262541,0.0018341465422417969,0.000351579743437469,0.0003624739314545877,34.68536252580346,0.08408148703152157,0.1531616602064245,1.2592293541386461,0.15740366926733076,4.19098171710968,4.240510115623474,5.9703819465637205,6.097279214859009,8.40217583656311,-0.3320364950969815,0.31506942059844734,1.0,0.0,0.7206249833106995,0.27937501668930054,0.6775000095367432,0.32249999046325684
JPEG OKLab-tail,0.00016178982565179467,38.11631460684854,0.9694212281703949,0.9895234060287476,nan,nan,0.002616476374678314,0.966286346912384,0.9674498260021209,0.9476115781068802,0.9414553225040436,0.9384526205062866,0.025994503498077394,0.002046690709539689,0.00242018764372915,0.00020010317675769329,0.0002069737433339469,37.25695646065671,0.09598988357879149,0.17472243656434294,1.2954127209573587,0.16192659011966984,2.4895047998428343,2.5021448349952697,3.4676405143737794,3.5395429515838623,4.859563589096069,0.16337982155382633,-0.44430790457874536,0.9996874928474426,0.00031250715255737305,0.5506250262260437,0.4493749737739563,0.5503125190734863,0.44968748092651367
