method,image_index,global_ciede2000,ciede2000_top10,ciede2000_p95,global_chroma,chroma_top10,chroma_p95,global_mse,global_psnr,global_ssim,global_ms_ssim,full_lpips,top25_local_psnr,patch_mse_p95,gini,cv,top10_over_mean,top10_energy_share,ber50,ber40,ber30
Hard Top10 incumbent,29,3.584611415863037,5.113766193389893,5.023734450340271,0.009869232773780823,0.012934737838804722,0.012703459011390805,0.00018999601888936013,37.212554990076804,0.9446812868118286,0.9812860488891602,0.0016636868240311742,36.65492620763236,0.0002212120707554277,0.07182848200784864,0.12827199131412925,1.167757073899795,0.1459696342374744,0.009375,0.071875,0.128125
Hard Top10 incumbent,30,3.787559986114502,5.317046642303467,5.217154383659363,0.011669635772705078,0.01770715042948723,0.016890806145966053,0.0002217334695160389,36.54168747440163,0.970526397228241,0.989859938621521,0.002253596903756261,35.451804836332286,0.00031998577469494194,0.10738470546308682,0.2027580247250103,1.4478159758642035,0.18097699698302544,0.015625,0.046875,0.121875
Hard Top10 incumbent,31,3.890197515487671,5.394260883331299,5.303711175918579,0.011022425256669521,0.015139983035624027,0.014812881592661142,0.0002131623768946156,36.71289445747413,0.9742658138275146,0.9914482831954956,0.0020840680226683617,35.961694327939526,0.0002686733569134958,0.09155831818987037,0.16341413946654734,1.2726064614186048,0.1590758076773256,0.009375,0.046875,0.103125
Hard Top10 incumbent,32,4.016460418701172,5.355838298797607,5.232113361358643,0.010394210927188396,0.014939450658857822,0.014005889650434256,0.0002329968410776928,36.32649967007572,0.9195423126220703,0.9722445011138916,0.0029406119138002396,35.36986283980808,0.00030718657217221335,0.09673884556892265,0.1981799484242575,1.4238206825664288,0.1779775853208036,0.025,0.0375,0.1125
Hard Top10 incumbent,33,3.5234360694885254,5.637893199920654,5.540948271751404,0.009859244339168072,0.014412789605557919,0.01418080530129373,0.00019595801131799817,37.07836976635599,0.9556375741958618,0.9846959114074707,0.0012381208362057805,36.382914989098396,0.00023209107530419715,0.09531244318065654,0.17361243646823543,1.2064577104889005,0.15080721381111256,0.021875,0.025,0.10625
Hard Top10 incumbent,34,3.7992541790008545,5.272130966186523,5.197453022003174,0.010252210311591625,0.013520780019462109,0.013295628828927875,0.0002069338079309091,36.84168550424724,0.9726161956787109,0.9907289743423462,0.0031484635546803474,35.41893462682333,0.0003216744153178297,0.13763688098454627,0.27869402368003154,1.643079466149217,0.20538493326865212,0.01875,0.046875,0.109375
Hard Top10 incumbent,35,3.630038022994995,5.059312343597412,4.962983131408691,0.01140240766108036,0.016417568549513817,0.016032271087169647,0.00026458196225576103,35.77439766950528,0.9614996314048767,0.9867449998855591,0.002336225938051939,34.695543760971226,0.00034851070813601837,0.12116084847566021,0.21163228803048031,1.3404248694323706,0.16755310867904633,0.015625,0.04375,0.084375
Hard Top10 incumbent,36,3.827125072479248,5.33815336227417,5.235717415809631,0.011292306706309319,0.015182259492576122,0.014871139079332352,0.00021815457148477435,36.61235681829994,0.9825090765953064,0.9939682483673096,0.002606357680633664,35.86106980547979,0.00026673565298551694,0.08267866310570822,0.14893145406013147,1.2661369187323497,0.1582671148415437,0.025,0.046875,0.15
Hard Top10 incumbent,37,3.235419511795044,5.176832675933838,5.064380645751953,0.010551903396844864,0.014132997021079063,0.013802011730149388,0.00020403112284839153,36.903035803664295,0.9461173415184021,0.9820729494094849,0.002339586615562439,36.09521065454587,0.0002506958189769648,0.08371645343188566,0.1489278465123145,1.230462364935887,0.15380779561698588,0.03125,0.04375,0.134375
Hard Top10 incumbent,38,2.5683512687683105,4.271719455718994,4.148963451385498,0.015804853290319443,0.027655722573399544,0.027450382709503174,0.0001489922433393076,38.26836340732848,0.9022507667541504,0.9785803556442261,0.0010436421725898981,37.275648766957076,0.00019329410861246288,0.13208776679504405,0.23510611287816918,1.3130670477676312,0.1641333809709539,0.021875,0.025,0.11875
Hard Top10 incumbent,39,4.070802688598633,5.556902885437012,5.460732102394104,0.010704964399337769,0.014125939458608627,0.01386466110125184,0.0001786890352377668,37.47902095965715,0.9825007319450378,0.9940707683563232,0.0027216454036533833,36.74265774894116,0.00021788924641441554,0.06955724057059444,0.12456993164374285,1.2279398244877073,0.15349247806096342,0.015625,0.0375,0.075
Hard Top10 incumbent,40,4.039168834686279,5.5381622314453125,5.454702258110046,0.01087958738207817,0.014600003138184547,0.01432192325592041,0.00017949234461411834,37.45954069440779,0.9522348642349243,0.9838532209396362,0.00255004595965147,36.86956953723686,0.00020797672550543211,0.064800131673595,0.11484673148188855,1.172075959636758,0.14650949495459475,0.021875,0.040625,0.121875
Hard Top10 incumbent,41,3.8969407081604004,5.319692134857178,5.224043965339661,0.009705564938485622,0.013032592833042145,0.012789089931175113,0.000183301221113652,37.36834641850907,0.9588338136672974,0.9865099787712097,0.0019165094709023833,36.75275280718091,0.00021668669796781614,0.06608082743578993,0.11827730071225542,1.201598481101387,0.15019981013767336,0.0125,0.01875,0.075
