method,image_index,global_mse,top25_local_psnr,patch_mse_p95,patch_mse_p99,full_lpips,ciede2000_global,ciede2000_top10,gini,ber30
Hard Local-Tail,38,0.00041155502549372613,33.00356148375984,0.0005075991939520463,0.0005252109345747158,0.002448483370244503,2.964035987854004,5.237138748168945,0.11298397773718608,0.103125
Hard Local-Tail,39,0.00016852097178343683,36.198459673666584,0.0002628541442390997,0.0003082265822740737,0.0034078266471624374,2.9330742359161377,4.626515865325928,0.16341450873123983,0.109375
Hard Local-Tail,40,0.00022301956778392196,35.933118016711695,0.0002594426550786011,0.00028025588107993826,0.0011279069585725665,3.802788734436035,5.296336650848389,0.058594022834021,0.11875
Hard Local-Tail,41,0.00028819931321777403,34.04266831003064,0.00043444537004688755,0.0004350993855041452,0.0017244467744603753,1.933214545249939,3.5018019676208496,0.13761750916498824,0.13125
Hard Local-Tail,42,0.0001885253586806357,36.57748990181411,0.0002226990181952715,0.00022932795109227298,0.0019273603102192283,3.581131935119629,5.123863220214844,0.07046149957654606,0.121875
Hard Local-Tail,43,0.00021301097876857966,36.0406275581653,0.00025561111397109926,0.00025618939544074236,0.00612207967787981,4.059480667114258,5.236910343170166,0.06540939214556132,0.14375
Hard Local-Tail,44,0.00025266638840548694,35.24776788832181,0.00030356702336575836,0.0003246725507779047,0.0011099459370598197,2.615022659301758,4.758547306060791,0.0901094251475889,0.115625
Hard Local-Tail,45,0.0001760129671311006,37.01843037974199,0.00020065667195012793,0.00020242146420059725,0.0029154892545193434,3.4797606468200684,4.839081764221191,0.06018835923550731,0.125
Hard Local-Tail,46,0.00033976114355027676,34.210192154656205,0.0003893833636539057,0.0003934830572688952,0.0028147981502115726,3.781092643737793,4.85039758682251,0.05181992808205825,0.1125
Hard Local-Tail,47,0.00017730820400174707,36.934850387277024,0.00020975589723093435,0.00021297770872479304,0.002019069856032729,3.7686429023742676,5.290574073791504,0.05792253846233156,0.128125
Hard Local-Tail,48,0.00028508689138107,34.653935802025195,0.00034524659713497385,0.0003468236347544007,0.0020771215204149485,3.7644336223602295,5.383500576019287,0.10161484408484775,0.0875
Hard Local-Tail,49,0.00020246424537617713,36.377866792105685,0.00023570991470478475,0.00024814754142425953,0.0022594300098717213,3.6482644081115723,5.202466011047363,0.051074864562219505,0.096875
Ours,0,0.000188757388968952,36.68144515335256,0.00021645284505211748,0.00023058959704940206,0.0017210225341841578,3.7136218547821045,4.954010963439941,0.05767029776093415,0.175
