method,image_index,global_mse,global_psnr,global_ssim,global_ms_ssim,global_dists,global_gmsd,full_lpips,patch_ssim_mean,patch_ssim_median,patch_ssim_p10,patch_ssim_bottom10_mean,patch_ssim_min,ssim_tail_gap,patch_lpips_top10_mean,patch_lpips_max,patch_mse_top25,patch_mse_p95,top25_local_psnr,gini,cv,top10_over_mean,top10_energy_share
TrustMark Q,41,4.0656625060364604e-05,43.908686753412155,0.9925234317779541,0.9947787523269653,nan,nan,0.0005832365714013577,0.9930962920188904,0.9946249723434448,0.9870362877845764,0.9857964515686035,0.9852855205535889,0.008828520774841309,0.00016468981630168855,0.0001960613881237805,9.908423089655116e-05,0.00011852161878778134,40.039954573163634,0.4970491778538016,0.9613959842809376,3.0104276332091993,0.3763034541511499
TrustMark Q,42,4.448596519068815e-05,43.51776982314049,0.9889876246452332,0.994408130645752,nan,nan,0.0010250282939523458,0.9881758689880371,0.9908620715141296,0.9745392203330994,0.9638170003890991,0.9622013568878174,0.027045071125030518,0.0005612525856122375,0.0007747047347947955,9.839590347837657e-05,0.00010619789463817142,40.07022982196404,0.3942385429923719,0.768975672542442,2.5733215434508763,0.32166519293135953
TrustMark Q,43,2.165570913348347e-05,46.6442759038178,0.9948232173919678,0.9963067770004272,nan,nan,0.0006844423478469253,0.9946268796920776,0.9973822832107544,0.9896293580532074,0.9839880466461182,0.9787431955337524,0.01339423656463623,0.0002082843129755929,0.00024944025790318847,5.5646407417953014e-05,6.3847627643554e-05,42.54562868866073,0.5221992633716357,1.0296793402015387,3.1004130020732723,0.38755162525915904
TrustMark Q,44,4.766797064803541e-05,43.21773336747601,0.9852961897850037,0.9957837462425232,nan,nan,0.00057805614778772,0.9833498001098633,0.9815713167190552,0.973804235458374,0.9719102382659912,0.971393346786499,0.009661078453063965,0.0001950682926690206,0.0002986287581734359,0.00010070996358990669,0.00011917867777810898,39.969275610445926,0.3868705369907204,0.7393262006373311,2.60076668863597,0.32509583607949627
TrustMark Q,45,4.3892126996070147e-05,43.57613372896794,0.9920195937156677,0.9956137537956238,nan,nan,0.001340082148090005,0.9916519522666931,0.992494523525238,0.9857407212257385,0.9809216260910034,0.9783897399902344,0.01157289743423462,0.0003967389347963035,0.00039715561433695257,8.927231101552024e-05,0.00011188105418113992,40.49283222386474,0.37752431847331275,0.7137252676687574,2.570898939210488,0.321362367401311
TrustMark Q,46,7.28589147911407e-05,41.37517301715146,0.9963151812553406,0.9956297278404236,nan,nan,0.0006894760299474001,0.9965405464172363,0.9973866939544678,0.9932935237884521,0.9912309646606445,0.989759087562561,0.006155729293823242,0.000265044451225549,0.00028477946761995554,0.00014358961198013276,0.00015853528384468518,38.42876978080442,0.35589852839823577,0.6555797507869862,2.3188026459936832,0.2898503307492104
TrustMark Q,47,3.8225862226681784e-05,44.17642709811866,0.9927127361297607,0.9956822395324707,nan,nan,0.0006859356071799994,0.9924192428588867,0.9930837154388428,0.9872530400753021,0.9863400459289551,0.9858145713806152,0.006743669509887695,0.001045707962475717,0.001416127081029117,8.230384264606982e-05,8.830488150124438e-05,40.84579887740031,0.41464223021281305,0.8077835764764867,2.652609998760284,0.3315762498450355
TrustMark Q,48,7.827550143701956e-05,41.063741415886184,0.9936926364898682,0.9963650703430176,nan,nan,0.0008634096593596041,0.9923134446144104,0.9941216707229614,0.988334983587265,0.9768370389938354,0.9663140177726746,0.017284631729125977,0.00034047558438032866,0.0004126618441659957,0.00015436147805303335,0.00018647928663995117,38.11461071593236,0.3538807054427165,0.7188759221571889,2.6399869173035513,0.3299983646629439
TrustMark Q,49,6.43892417429015e-05,41.911866891929,0.9923387765884399,0.9954874515533447,nan,nan,0.0018278378993272781,0.9914162158966064,0.9928109645843506,0.9852177500724792,0.9790688753128052,0.974834144115448,0.01374208927154541,0.00045368814608082175,0.0005264754872769117,0.0001239182020071894,0.00016303327720379457,39.068648966047334,0.33510259077313587,0.6669277520792923,2.5829977195802085,0.32287471494752606
TrustMark P,0,1.5198791516013443e-05,48.18190942238892,0.9963496923446655,0.9979914426803589,nan,nan,0.0001114966144086793,0.9964025020599365,0.9966962933540344,0.9941217303276062,0.9937101602554321,0.9936254024505615,0.002986133098602295,7.265856402227655e-05,8.942050044424832e-05,2.6782567147165537e-05,2.9129168979125097e-05,45.72147797584867,0.3180762174623868,0.5591057422296354,1.9629043041105145,0.24536303801381432
