replicate,global_bootstrap_mse,ours_bootstrap_mse,global_paper_psnr,ours_paper_psnr,ours_minus_global_paper_psnr
7935,0.00023784740769769997,0.00020885480305878445,36.23701577600058,36.80155532762083,0.5645395516202498
7936,0.0002282398327952251,0.00019708203297341242,36.416085595079096,37.05352966467247,0.6374440695933714
7937,0.0002323159945080988,0.00020218710647895932,36.33920888833075,36.94246542926916,0.6032565409384105
7938,0.00023073499149177225,0.00020149486168520526,36.36886538728012,36.95736024313019,0.5884948558500724
7939,0.00023541285074315965,0.00020477584039326757,36.281698335294934,36.887212830615105,0.6055144953201719
7940,0.00024116827378747985,0.00021093466668389737,36.17679825160769,36.758520389789574,0.5817221381818811
7941,0.00025719805649714544,0.00022374913416570052,35.89732317457592,36.50238636583161,0.6050631912556952
7942,0.00022059359238483012,0.0001917220326140523,36.56407106729582,37.17327975317704,0.6092086858812209
7943,0.00023905565729364752,0.00020840617857174947,36.21500974192239,36.81089409749478,0.5958843555723945
7944,0.00023682005383307114,0.00020671353733632712,36.25581524498592,36.84631081195871,0.5904955669727912
7945,0.00022211291012354196,0.00019390488800127058,36.534261977213745,37.12411242983065,0.5898504526169077
7946,0.0002391610509948805,0.00020888606435619293,36.21309546737612,36.80090532614643,0.5878098587703064
7947,0.00023265963885933162,0.00020094126870390028,36.33278950366023,36.96930860017349,0.6365190965132612
7948,0.00024438035499770196,0.00021386938373325393,36.119337086545464,36.69851381989393,0.5791767333484685
7949,0.00023297018429730088,0.0002021255623549223,36.32699656758184,36.94378758787213,0.6167910202902931
7950,0.00024256393953692168,0.0002126739887171425,36.15173762513853,36.72285623625253,0.5711186111140023
7951,0.00023275181360077113,0.0002042545229778625,36.33106926313371,36.898283177449784,0.5672139143160706
7952,0.0002196249828557484,0.00019194865511963145,36.58318259398318,37.16814926402367,0.5849666700404867
7953,0.00022280330100329592,0.00019474678032565862,36.52078379041863,37.105297136212954,0.5845133457943206
7954,0.0002465455327183008,0.00021448592538945378,36.08102862260274,36.68601201037501,0.6049833877722719
7955,0.00023763531004078686,0.00020851140347076579,36.24089027426077,36.808701885127626,0.5678116108668547
7956,0.00024619745556265116,0.00021473479544511064,36.08716439791422,36.68097577150077,0.5938113735865471
7957,0.00023643764085136355,0.00020620714145479723,36.2628338264385,36.856962981179514,0.5941291547410117
7958,0.00023504535871325061,0.0002041799740982242,36.28848320119742,36.89986855614087,0.6113853549434509
7959,0.0002603195331175812,0.00022818222874775528,35.84493243312564,36.4171818225489,0.5722493894232556
7960,0.00023123004619264974,0.00020105274656089021,36.3595573405842,36.96689989668301,0.607342556098807
7961,0.00023969160858541727,0.0002106565612484701,36.203471700082346,36.76425009503532,0.5607783949529761
7962,0.00023159343021688983,0.00020148141717072577,36.352737647244865,36.9576500308303,0.604912383585436
7963,0.00022782225627452135,0.0001977299549616873,36.42403851349696,37.03927532562397,0.6152368121270086
7964,0.00022898255527252333,0.00019971747853560372,36.40197602539865,36.9958392561806,0.5938632307819489
7965,0.00023517456866102294,0.00020682134112576023,36.286096438515955,36.84404650031884,0.5579500618028845
7966,0.00024098814697936176,0.00021092696086270736,36.180043177074964,36.758679048240744,0.5786358711657797
7967,0.00023655331344343722,0.00020386691583553328,36.26070964334407,36.90653247178541,0.6458228284413394
7968,0.0002409124397672713,0.00020984872680855914,36.18140774170203,36.78093661390278,0.5995288722007501
7969,0.00024091005965601653,0.00021008594485465436,36.18145064834028,36.77603001740874,0.5945793690684624
7970,0.0002435580815654248,0.00021314983401680366,36.13397455412519,36.713150012088,0.5791754579628119
7971,0.00023708531429292634,0.00020866477134404705,36.25095346566197,36.805508662307666,0.5545551966456941
7972,0.00022975740663241595,0.00020049238606588914,36.387304794729076,36.97902115574257,0.5917163610134963
7973,0.00023657558049308136,0.00020556085597490893,36.26030085593244,36.870595825396684,0.6102949694642419
7974,0.0002481550065567717,0.0002175153701682575,36.05276958435445,36.62510049314345,0.5723309087889987
7975,0.00023457135364878922,0.0002054714152473025,36.29725025945487,36.872485877238816,0.5752356177839459
7976,0.00023122845450416208,0.0002017788536613807,36.359587235656996,36.951243495925866,0.59165626026887
7977,0.00022782721294788643,0.00019889031333150342,36.423944026131714,37.01386368052634,0.5899196543946275
7978,0.00023433208640199154,0.00020520794903859497,36.301682406678694,36.87805820184325,0.5763757951645587
7979,0.0002390715613728389,0.0002084031654521823,36.21472082074972,36.8109568878914,0.5962360671416818
7980,0.00022835768410004676,0.00019662234844872729,36.41384370060478,37.063671210087115,0.6498275094823356
7981,0.00024497853009961543,0.00021481272764503956,36.10871975504205,36.679399902804356,0.5706801477623031
7982,0.00023829743382520975,0.000206017344025895,36.228806344540125,36.8609621604995,0.6321558159593721
7983,0.00022132978861918673,0.00019363623257959262,36.54960130752795,37.13013375658346,0.5805324490555108
7984,0.00023891415010439233,0.000209281186980661,36.21758127645396,36.79269810159681,0.5751168251428496
7985,0.0002268495873431675,0.00019642504106741397,36.442620064122835,37.06803147383275,0.6254114097099119
7986,0.0002283806266495958,0.00019847238523652778,36.41340739725804,37.02299910934541,0.6095917120873722
7987,0.00024398046924034133,0.00021344746928662062,36.12644937762239,36.70708989988034,0.5806405222579443
7988,0.0002469247224507853,0.00021640292601659894,36.07435425716329,36.64736871364582,0.5730144564825252
7989,0.00024710034194868057,0.00021514124295208604,36.07126653601068,36.67276326620639,0.6014967301957057
7990,0.00023909113951958716,0.00020947052660631017,36.21436518108617,36.7887707547915,0.5744055737053273
7991,0.00023192732740426436,0.0002011318487348035,36.346480765381536,36.96519154492205,0.618710779540514
7992,0.000239530272083357,0.0002084902813658118,36.20639592195318,36.80914184563469,0.6027459236815105
7993,0.00022305916587356478,0.00019465151301119475,36.51579926170299,37.107422161951945,0.5916229002489573
7994,0.00023106876615202053,0.0002022348647005856,36.362587546704475,36.941439711890176,0.578852165185701
7995,0.00023053621232975276,0.00020203676482196897,36.372608465010146,36.945695943826934,0.5730874788167881
7996,0.00022246913984417917,0.0001920456497464329,36.527302243455566,37.165955261062884,0.638653017607318
7997,0.0002389631367987022,0.0002101193804992363,36.21669089510783,36.775338883094385,0.5586479879865536
7998,0.00023408066947013139,0.00020425211696419864,36.30634449135852,36.89833433541665,0.5919898440581264
7999,0.00022329378203721716,0.0001961445715278387,36.51123370365748,37.074237068468506,0.5630033648110242
8000,0.00025122791004832833,0.00021991517045535146,35.999321145102584,36.57744810576473,0.5781269606621464
8001,0.0002330095416982658,0.00020403356640599668,36.32626294329957,36.902983791147065,0.576720847847497
8002,0.0002360608507297002,0.00020593490538885816,36.269760320735365,36.862700354462,0.5929400337266344
8003,0.00023601479246281086,0.00020543976075714453,36.270607763364865,36.8731549936432,0.6025472302783328
8004,0.00023053112818161026,0.00020125329465372487,36.37270424353487,36.96257001204961,0.5898657685147413
8005,0.00023738790187053383,0.00020780648570507766,36.24541418004643,36.82340902101407,0.5779948409676408
8006,0.00022978383727604524,0.000199958955636248,36.386805223348,36.99059140186096,0.6037861785129621
8007,0.00022206629597349093,0.0001937182724941522,36.535173513275865,37.12829412481178,0.593120611535916
8008,0.00023729191831080244,0.00020558675256324933,36.24717052734162,36.870048734999095,0.6228782076574717
8009,0.00023204560100566595,0.00020181067986413837,36.34426660285562,36.95055854534524,0.6062919424896194
8010,0.00023497568297898398,0.0002054120018146932,36.289770794068886,36.87374185034659,0.5839710562777043
8011,0.0002723943514865823,0.0002359090108075179,35.648019024260755,36.272554704359635,0.6245356800988802
8012,0.00023624720401130617,0.00020640959904994816,36.26633322669056,36.85270109770178,0.5863678710112197
8013,0.0002435468346811831,0.0002103812524001114,36.13417510475002,36.76992963862148,0.6357545338714559
8014,0.00024216761492425575,0.00021017023507738486,36.158839355120556,36.77428790005989,0.6154485449393334
8015,0.0002462045388529077,0.00021522462338907644,36.087039449847104,36.671080434598736,0.5840409847516312
8016,0.00023054376739310101,0.000201742690987885,36.372466141662045,36.95202190539621,0.5795557637341631
8017,0.00023906505288323387,0.0002086059460998513,36.21483905478731,36.806733166115485,0.5918941113281733
8018,0.00022179424908244983,0.00019298971572425215,36.54049718890816,37.14465833599538,0.6041611470872184
8019,0.00023270816454896704,0.00020473250071518124,36.33188379255769,36.888132088233135,0.5562482956754451
8020,0.00023171350243501366,0.00020232296461472287,36.35048658216237,36.939548199508096,0.5890616173457275
8021,0.00022841724712634458,0.00019964436301961541,36.41271106866617,36.9974294764864,0.5847184078202332
8022,0.00022745081456378104,0.00019727774808416142,36.43112503503528,37.049218981703035,0.6180939466677557
8023,0.0002313111218973063,0.00020214970601955428,36.358034849876844,36.94326885911698,0.5852340092401391
8024,0.000248756347282324,0.00021781662537250667,36.04225828956028,36.619089747548145,0.5768314579878648
8025,0.00023238602589117363,0.0002029161245445721,36.3378999100124,36.92683440780908,0.5889344977966786
8026,0.00023438507923856378,0.00020486971247009932,36.30070038603644,36.88522242083761,0.5845220348011679
8027,0.00022893305373145268,0.00019848826923407614,36.402914986455826,37.022651551852654,0.6197365653968276
8028,0.00022867472609505057,0.00020002013014163822,36.40781832437428,36.98926294488528,0.5814446205110002
8029,0.00024075418099528178,0.00021150155283976345,36.184261620750256,36.7468643969667,0.5626027762164441
8030,0.0002297596907010302,0.00020136284088948742,36.38726162077967,36.960206702550614,0.5729450817709463
8031,0.00023736343951895832,0.0002055878718965687,36.245861734940405,36.870025089557224,0.6241633546168188
8032,0.00024294224247569217,0.00021160095318919047,36.144969640790116,36.74482380285844,0.5998541620683255
8033,0.00023129494162276386,0.00020123108115512877,36.35833865064845,36.963049394627106,0.6047107439786572
8034,0.00025246021774364633,0.00022029917367035522,35.97807047547687,36.56987131860027,0.5918008431234014
8035,0.00023749849904561415,0.0002069133028271608,36.24339130705503,36.84211586865886,0.5987245616038308
8036,0.00023347086098510773,0.00020290554472012444,36.31767315110973,36.9270608500977,0.6093876989879732
8037,0.00022640798531938343,0.0001977775909472257,36.451082598203975,37.03822917386412,0.5871465756601424
8038,0.00024083705531666055,0.000211931835510768,36.1827669149455,36.73803800494669,0.5552710900011846
8039,0.00023459788790205493,0.00020751283562276513,36.296759021804725,36.829550350110075,0.5327913283053505
8040,0.00024561453406931835,0.0002121640380937606,36.09745937696404,36.73328227319682,0.6358228962327814
8041,0.00022489616269012912,0.00019557989697204902,36.480179546876215,37.08675786985995,0.6065783229837365
8042,0.00023461246426450088,0.0002065047074574977,36.29648918829618,36.85070043767809,0.5542112493819147
8043,0.00024714390718145297,0.00021540328045375646,36.07050091697603,36.66747686961361,0.5969759526375782
8044,0.00023731019638944417,0.00020607449900126085,36.246836012662826,36.85975747319525,0.6129214605324265
8045,0.00022871073975693434,0.0002008711514645256,36.407134413938586,36.97082430894342,0.5636898950048348
8046,0.0002545635626302101,0.00022308741172309964,35.94203759681252,36.51524935199967,0.5732117551871525
8047,0.0002376701560569927,0.00020715725986519828,36.24025348660899,36.836998421670536,0.5967449350615439
8048,0.00024713330785743894,0.00021638360747601836,36.07068717795639,36.647756430680836,0.5770692527244492
8049,0.0002421722956933081,0.00021157495299121366,36.158755412743474,36.74535746946653,0.5866020567230592
8050,0.00022907657345058396,0.00019961124722613023,36.4001932172875,36.9981499175291,0.5979567002415962
8051,0.000236301516124513,0.00020429066877113654,36.265334918995926,36.89751469851913,0.6321797795232058
8052,0.0002473224530695006,0.00021565794217167421,36.067364545989086,36.66234543185463,0.5949808858655459
8053,0.0002380369702586904,0.0002082394462195225,36.2335558608455,36.81436999836034,0.5808141375148423
8054,0.00023465804784791544,0.00020333318592747674,36.295645466038174,36.917917345494196,0.6222718794560222
8055,0.0002361487312009558,0.0002058484315057285,36.26814383493607,36.86452437828517,0.596380543349099
